,min_dist_to_hydrant
F18058944,14.524443603591902
F18058957,41.891762399547325
F18058985,17.92949012860168
F18059338,13.06633629547347
F18059404,18.70271453027426
F18059633,42.472694046971256
F18059020,57.798864191924466
F18059092,21.39848191137936
F18087411,17.926662848625515
F18087413,9.876069235504971
F18087427,31.256418981933045
F18087440,36.038090579542825
F18087488,18.490639405834443
F18087543,18.094139958063028
F18087588,62.740026280824914
F18087606,45.18408978869953
F18087728,15.741077492932176
F18087738,44.68187060765265
F18087779,60.311405100168294
F18087812,52.571886835512366
F18059654,39.94480420518576
F18059662,33.46282224262103
F18059668,47.023311523553005
F18059688,22.44696612595126
F18059732,38.375229839233235
F18059739,15.87037418376458
F18059747,33.51217125557237
F18059789,23.88849336367329
F18059933,21.335496553711106
F18059984,64.24164672421831
F18060002,116.21151575682725
F18060004,47.130476696332
F18060010,51.142851275273046
F18060052,61.71806174287652
F18060082,33.40461370101146
F18069272,15.475114599907071
F18069307,21.498909657472083
F18069317,22.01680878836229
F18069392,64.1948176825841
F18069405,10.705117194538305
F18069419,13.872438746723853
F18069473,25.124594134431177
F18069491,25.687991041759226
F18069586,62.57060035739378
F18069590,38.25412674262604
F18070001,33.69264411556211
F18070007,25.682096588838068
F18070315,17.32569391634507
F18070319,35.28561285265522
F18069798,35.549083669787834
F18069826,32.82011492500504
F18069831,25.578000432239847
F18069885,10.736261522295012
F18069886,195.27828035429692
F18069924,34.8237985876675
F18069964,16.216658178191533
F18070006,17.529170411298825
F18070017,23.823365851890404
F18070038,41.906741770314085
F18070047,17.64610780912092
F18070151,322.98534018598866
F18070174,17.00503440041092
F18070230,44.61338956525716
F18070246,55.23047947591726
F18070302,27.23011203079948
F18076903,18.44122057642139
F18076912,30.101082732367356
F18076966,22.53160427700756
F18076974,53.65492097576241
F18077021,54.443110653422146
F18077108,28.846412648712164
F18077151,15.512482244997774
F18077178,30.65089857229258
F18077191,33.40709027986961
F18077195,15.774274693191643
F18077197,16.246999270833264
F18077853,13.03746127158396
F18077896,16.35036552570592
F18046883,34.42617117462934
F18046888,21.724677694599887
F18047033,32.85981773211161
F18047572,16.830741508991288
F18047154,22.232198429409078
F18047156,56.11737586864134
F18047166,42.32323067558312
F18047219,8.91801431535174
F18047296,21.615378909003812
F18047333,36.94901647716233
F18047407,7.91787497441361
F18047523,35.31745990164177
F18047539,26.198882910758527
F18047822,20.43319008361512
F18060919,24.332753710247296
F18060936,17.442153634965663
F18060967,13.561951379811024
F18060991,41.42153396835323
F18061028,44.45840170160893
F18061046,22.03824437311981
F18061051,19.818986585160456
F18061052,32.286786684356706
F18061057,28.768137864457934
F18061058,50.81789101747855
F18061091,12.178608870266086
F18061096,7.7295776765613455
F18061111,18.82731949948541
F18061119,37.798600027924
F18061136,40.394678309056346
F18049306,14.618439114414283
F18049350,38.479570812598325
F18049362,48.029670151165746
F18049372,11.772015366719776
F18049391,47.56797224343589
F18049419,28.408909806367024
F18049453,13.2761135753153
F18049463,16.770170184393606
F18049547,11.255759021235939
F18049554,21.72939068125718
F18049790,19.33192056865118
F18049575,20.918824806055337
F18049687,14.978142104994669
F18050218,13.512249709801045
F18050227,28.291830069310976
F18050384,55.083912172682766
F18050403,379.7419963449363
F18050405,48.31880297015385
F18050479,68.55143594213277
F18050566,14.295521252267157
F18050614,17.494257758508486
F18050723,19.114778804005912
F18050811,45.05978217464959
F18050845,27.50737246769942
F18051304,23.82198136425185
F18051318,25.246269423575807
F18051397,31.838982833709466
F18050892,41.33627636349491
F18050906,36.56939276207977
F18050951,25.18654166745678
F18050978,19.14103492896743
F18051040,17.93124779104186
F18051231,14.593715865496105
F18051250,18.725222147159037
F18051254,31.84010100550157
F18051265,101.15098323415079
F18051292,18.62275168953809
F18061190,65.4433077568972
F18061209,20.185747954090616
F18061256,17.049389154144713
F18061284,23.117204619028566
F18061306,36.038090579542825
F18061344,16.292119273891554
F18061435,17.530670203519193
F18061456,62.33390822473925
F18061640,15.16651385927477
F18061885,30.347659671592485
F18061800,49.77225902122889
F18061822,15.16651385927477
F18061897,89.71415163869388
F18061988,34.802169927217065
F18062072,17.764129378880828
F18062211,61.005925016667035
F18051616,12.409865338456576
F18051620,27.01319005490026
F18051646,45.38403503886094
F18051649,14.61467717278213
F18051702,19.60989375610874
F18051707,12.178608870266086
F18051708,20.05217349637701
F18051723,26.0569435710975
F18051747,21.063352455331657
F18051786,13.040701352576669
F18051797,21.030863237004365
F18051818,18.410487024853982
F18051819,15.987449073708085
F18051843,28.95021078414428
F18051851,35.86400287598432
F18051911,38.073733107654675
F18052051,48.01897605407548
F18052075,23.579813448837474
F18052093,395.3818248417053
F18052372,31.045285474803062
F18052418,44.68187060765265
F18052615,23.716684677943007
F18052116,21.35875227611878
F18070811,21.608871995261083
F18070887,13.710109188772048
F18070986,11.759967940578806
F18071601,26.121103158470564
F18071023,52.721051315053195
F18071080,24.046055487277147
F18071215,27.359084508474165
F18071229,14.883785136789337
F18071263,16.96259701766704
F18071273,25.313830117940032
F18071300,13.328894687593683
F18052576,16.23362902591019
F18052595,28.34947607219851
F18052603,17.442153634965663
F18052605,25.009188931919557
F18052612,19.429113969149153
F18052629,31.748017040899708
F18052637,17.92949012860168
F18052653,27.797793054222407
F18052658,22.23575908242342
F18052661,22.340472042185247
F18052674,19.99220129363971
F18052703,19.23094325621293
F18052760,19.198367265759817
F18052781,52.59756900680444
F18052956,19.198367265759817
F18052731,21.07769906188617
F18052732,15.976448858557841
F18052750,36.55876083531629
F18052766,31.81689108525479
F18052777,43.55653997683381
F18052790,22.19181278834984
F18052792,54.50791543934823
F18047544,21.768667574905578
F18047546,11.43369087606394
F18047586,19.99220129363971
F18047632,14.97727522310315
F18047633,10.146155542628907
F18047644,22.483835542345403
F18047664,11.737048391753863
F18047677,14.97727522310315
F18047710,10.017205034630216
F18047861,31.093116798786916
F18048070,21.60361890801494
F18048286,57.370893742347974
F18047687,41.337623970414775
F18047690,19.99220129363971
F18047717,18.991751097552115
F18047729,66.6607719746272
F18047740,44.255972714365846
F18052831,25.902867236397615
F18052934,29.206773217089196
F18052972,36.312730525905835
F18053033,16.03670755310631
F18053114,44.255972714365846
F18053121,166.92603360923385
F18053278,28.765004787552293
F18053297,73.43872351863862
F18053340,34.802169927217065
F18053396,25.682096588838068
F18053412,37.62065191995253
F18053697,17.715867997088154
F18053971,17.11831212791604
F18053369,42.19674977163016
F18042418,36.14191878332301
F18042148,395.3818248417053
F18042192,15.629568915399474
F18042243,23.464128377720247
F18042340,15.673111549922186
F18042503,18.084765039402424
F18042544,14.520267660404588
F18042602,29.063257313975466
F18042715,19.14582357228929
F18042671,22.038376581705673
F18047872,22.951299290330827
F18042686,30.799582770244264
F18042693,39.5214326580833
F18042696,5.07636832289277
F18042708,12.8759756369167
F18042709,21.72939068125718
F18042774,27.83940364249897
F18042784,35.234908779511315
F18042815,51.63173913520451
F18042818,23.76607495598496
F18042962,26.915062382027518
F18043021,54.62931699064118
F18048392,27.92672535312798
F18048393,16.207955467301698
F18048429,14.271735143926351
F18048465,12.57489719399094
F18048607,13.710109188772048
F18048613,20.849772426904007
F18048653,21.866454175819054
F18048655,11.43336600539293
F18048696,17.711022601489134
F18048705,62.60865271083444
F18048742,22.051794532857215
F18048762,9.496508798921301
F18048838,42.48134011297688
F18048839,35.418079842106025
F18048859,15.291723575998812
F18043661,30.65089857229258
F18043662,28.408909806367024
F18043674,90.69467463951656
F18043678,26.33444195067629
F18043705,32.34010668593545
F18043715,52.43182957024017
F18043737,14.391116581379764
F18043747,36.312730525905835
F18043831,18.490639405834443
F18043832,44.81156843808656
F18044089,19.177945624569606
F18044251,13.344565453627132
F18044288,58.06810751597493
F18044428,21.602536798179838
F18044462,26.954464369099966
F18043906,24.069223782342718
F18043917,35.20300567247367
F18043969,69.85693119879969
F18043974,27.93898569405489
F18043980,22.750732904663266
F18043982,11.400378869244419
F18043990,24.643598828556986
F18044004,16.374961095799414
F18044059,45.661045225267785
F18044061,57.43322785125178
F18044072,55.81463418232137
F18044091,50.76649040464731
F18044125,25.06150188158731
F18044130,25.06150188158731
F18047900,29.206773217089196
F18047919,33.19874508363803
F18047948,18.942789527323477
F18047960,40.76774313515282
F18047983,12.81737742307048
F18048032,46.798834574424355
F18048048,14.271735143926351
F18048055,9.306010500871865
F18048100,11.180193647496205
F18048103,18.330751577249462
F18048113,24.259373693873954
F18048118,16.11638746261306
F18048198,39.63301966632452
F18048239,85.40426318687192
F18048439,20.33936482669413
F18048542,44.25480377280275
F18048375,14.271735143926351
F18048381,26.913864110163622
F18044503,13.278494238474627
F18044514,35.19562171084001
F18044935,19.480225510254577
F18044971,28.39227571922162
F18044535,55.26882367515572
F18044571,26.412646438620598
F18044588,9.095191793380083
F18044633,27.003547032420585
F18044640,14.173591372254004
F18044656,38.852744054294206
F18044660,17.00503440041092
F18044731,33.19710167256712
F18044757,26.707450378570122
F18052800,54.721470096443674
F18030906,23.004628346628994
F18030923,85.69824517463815
F18030925,38.30685612296011
F18030930,34.889097578183836
F18030948,13.15939410263727
F18030949,20.63880981553714
F18030967,48.358517288045775
F18031050,17.625955144754702
F18031252,11.648522895150931
F18031318,7.820174589153138
F18031348,24.259373693873954
F18031391,125.05424929114457
F18031412,47.251664906581055
F18031423,41.08060235262624
F18044759,18.72201589129462
F18044792,41.337623970414775
F18044801,81.5674116784269
F18044817,48.28169904537312
F18044833,16.128521188665953
F18044855,18.185760550119035
F18044875,30.65089857229258
F18044876,16.53249078220155
F18044896,24.670588651775734
F18044898,14.271735143926351
F18044906,32.13714879508035
F18044921,18.444028085410505
F18044943,22.426268222997347
F18044950,29.270374887223163
F18044954,843.8003854994091
F18062704,17.474478652973875
F18062705,20.281119635121534
F18062709,38.2511661761448
F18062744,11.357209557599099
F18063321,2525.0529926100207
F18062834,31.56292476116015
F18062890,43.84920767206412
F18062928,21.41490732256874
F18062999,17.442153634965663
F18063029,21.41490732256874
F18063048,52.99407471453652
F18063102,23.985420963777905
F18063104,42.012903890745
F18063117,29.206773217089196
F18063140,14.97727522310315
F18063176,53.24817168499637
F18063186,18.183437797797797
F18063214,25.2148398895865
F18063233,49.36431317816559
F18063556,16.797921650107842
F18045958,22.88272999175175
F18045979,189.19473683676247
F18046383,34.115158487077885
F18046384,44.26415773224115
F18046435,49.45305532046131
F18046893,27.31525524180304
F18046444,22.19181278834984
F18046479,31.60751544980015
F18046516,11.570089262861075
F18046554,14.329589504068446
F18046708,25.805400499210112
F18046733,42.363158484611276
F18046855,75.78824994728384
F18024109,16.530981798514265
F18024246,17.668784442139092
F18024290,17.85809634809747
F18024314,35.40942434604954
F18024319,6.5595076611015815
F18024336,18.216194536063718
F18024525,15.166573789088991
F18024424,35.234908779511315
F18024446,6.2120713047016
F18053514,21.42930158079492
F18053556,12.411944100277438
F18053567,18.73211236453546
F18053686,51.30133219139825
F18053740,18.681379228028526
F18053784,27.25317342388733
F18053889,27.670141901134283
F18053937,28.897638028952223
F18053941,13.133605421194986
F18053946,8.851472253396995
F18053965,57.936558418504106
F18054342,8.25675194101637
F18054366,8.25675194101637
F18053991,24.107019669601062
F18054066,33.30838398012159
F18054076,38.53800896798684
F18054745,18.40955793693362
F18025854,31.68794117749449
F18025870,32.845227292789566
F18025907,16.23362902591019
F18025918,42.58598609654563
F18025976,31.295925487786686
F18025980,29.601789284567896
F18026021,23.846359396699405
F18026040,60.223027067315115
F18026085,38.25412674262604
F18026095,14.050828504106134
F18026104,24.796815339427052
F18054127,42.54362393914864
F18054186,13.896321126003409
F18054293,10.419805816249053
F18054322,19.67840917633601
F18054334,31.97732861433868
F18054357,40.760593584995206
F18054364,14.773175264478088
F18054392,45.09871198065538
F18054410,34.4831517032607
F18054616,73.06326758349294
F18054692,15.742112072063016
F18055111,8.699307342572974
F18054627,10.192212592887929
F18034403,20.023978602402366
F18034650,23.2131992019336
F18034719,26.562801518988135
F18034742,46.576944005573424
F18034464,30.983613407745374
F18034565,57.56829244662278
F18034569,32.496251097687484
F18034628,47.33849294685225
F18034657,17.150181407665148
F18035069,43.17050008577742
F18035075,32.08037484435501
F18035099,25.06150188158731
F18035204,40.673701902486116
F18035207,15.932296190100162
F18035252,24.259373693873954
F18035259,66.58087511837705
F18035288,22.171701556638762
F18035320,21.82560010609454
F18035327,52.381497685928586
F18063235,43.35282906877832
F18063250,17.151308966443317
F18063298,17.8668731955378
F18063331,29.653182374401457
F18063354,102.37768414329317
F18063364,21.472157536849302
F18063394,39.49714008079674
F18063400,35.82578060162885
F18063428,14.773175264478088
F18063467,49.27255597967298
F18063487,49.27255597967298
F18063528,21.53088898346939
F18063550,22.614690858313878
F18035736,23.2536642662926
F18035868,47.13359556066432
F18035876,18.94751781484344
F18035887,187.79699323735176
F18035930,33.90889919669394
F18035939,21.82711339333988
F18036022,19.450214365143072
F18036040,18.54419243093102
F18036075,29.565216787954885
F18036100,34.845135048243115
F18036175,17.79712088540541
F18036730,13.278494238474627
F18036745,19.93620854853683
F18036826,32.65645476527806
F18036910,20.794075889693556
F18036925,27.261929982092504
F18036939,15.72042249155002
F18037362,23.20975854953288
F18037064,9.122063625405954
F18055364,18.723841066488877
F18055367,27.637399010438862
F18055375,16.066701655916127
F18055451,27.468834441098195
F18055455,23.579813448837474
F18055460,23.993986294456562
F18055514,26.562801518988135
F18055551,24.23585766330437
F18055593,29.390136810824767
F18055606,54.10874120923302
F18055652,34.865107154223374
F18055698,28.241193582807412
F18055757,15.407049105778956
F18055829,13.068548294959065
F18055831,259.1090921196755
F18014784,46.56131046059718
F18014934,16.31660656538823
F18014982,9.876069235504971
F18006071,30.65089857229258
F18006244,20.597233819431846
F18006334,21.72939068125718
F18006610,13.512249709801045
F18006726,42.20506011499506
F18031473,30.02367785278424
F18031502,24.707332553149257
F18031518,34.20543912423013
F18031553,15.252936048256387
F18031580,61.07871329740875
F18031635,22.90147127918053
F18031645,30.884525643750088
F18031711,43.84920767206412
F18031895,18.834908783813127
F18031903,51.061168767133005
F18031908,29.515953855619067
F18032255,208.3479227313627
F18031958,23.154101248112656
F18030769,30.877055438142893
F18030678,19.592837477572758
F18030706,13.627413643921061
F18030762,33.3026816330476
F18030793,23.69070474491266
F18030800,13.234394587187731
F18030824,18.36059383031664
F18030826,27.765176126952483
F18030853,55.21006974757235
F18030860,13.828788002968071
F18030874,30.65089857229258
F18030877,17.625955144754702
F18030879,25.805400499210112
F18037505,13.896321126003409
F18037532,16.797921650107842
F18037918,19.454908712502277
F18037696,47.07534825374666
F18037732,50.95945541047118
F18037914,25.838388276160423
F18037937,11.74337019198422
F18038035,14.752410716306791
F18038132,35.623900076295065
F18038279,15.590035938880117
F18038534,43.00594155939461
F18039504,18.834908783813127
F18039537,8.819540274091803
F18039600,19.215698639334427
F18039620,43.3415626943884
F18039742,25.116215330022168
F18039917,17.00503440041092
F18040056,22.489352778471936
F18040105,35.024281428121604
F18056087,37.19126446532558
F18056251,19.65717977918878
F18055878,15.509801612110554
F18055880,30.505856820316023
F18055882,71.44759998543367
F18055887,14.253993509591218
F18056057,24.472660926280522
F18056080,61.30524287705426
F18056200,13.59350713274289
F18056221,7.004013008235498
F18056224,28.047389519689478
F18056252,40.760593584995206
F18056273,12.194450287700453
F18009995,234.57840359870517
F18005844,58.903034443141415
F18005828,33.290980354893605
F18009155,33.87936507612937
F18009769,24.437364293995525
F18009859,13.921375730950277
F18000355,13.512249709801045
F18040519,18.330751577249462
F18040559,92.44991739443729
F18040651,22.737314287148163
F18040688,61.51708305493413
F18040694,40.263041034887344
F18040721,15.809049308087745
F18040746,23.154101248112656
F18041207,25.682096588838068
F18040755,7.827742118145533
F18040767,27.57337305828368
F18040785,29.39015278726404
F18040824,47.251664906581055
F18040892,20.98010821531821
F18040893,16.149120305533042
F18003500,28.047389519689478
F18003569,16.797921650107842
F18003922,30.722893756753574
F18004419,34.44926581858444
F18004832,44.45840170160893
F18005298,49.88394137222339
F18007192,45.95679419021677
F18041945,37.49048077060237
F18041483,34.34244160384443
F18041495,4.654221442564888
F18041502,16.163535931636293
F18041504,21.06396057270908
F18041539,14.85561110043529
F18041549,26.854731870181226
F18041583,15.79282995886374
F18041584,27.427754415338974
F18041601,18.977752937854326
F18041608,11.400378869244419
F18041712,5.933482171546965
F18041728,44.41403305587721
F18041751,50.95945541047118
F18016809,11.0709410003663
F18016889,11.107533302199029
F18016986,54.73006772099605
F18017037,33.017973524296394
F18017038,64.70179477285058
F18017068,116.87376077291016
F18017093,24.6172556219096
F18017437,27.712790952612522
F18017500,18.882598945790257
F18019680,54.224877791518665
F18019816,41.84587653418252
F18019837,24.80406535584562
F18019974,20.014614622373752
F18019998,28.4398781396281
F18020090,46.750235576487675
F18020109,19.919397675562156
F18020115,67.15769821875321
F18020164,23.117204619028566
F18020174,41.85746082563634
F18020178,21.39848191137936
F18022649,15.561405988146888
F18022703,41.69027114837956
F18022884,18.27588785388413
F18022956,41.42153396835323
F18023012,30.65089857229258
F18023031,26.58957101781243
F18023032,14.898003701023358
F18023112,16.191985431235167
F18023349,20.257111885431488
F18023575,18.223689934290526
F18023126,37.151341282869524
F18049062,19.532421349225167
F18049064,6.3231895529022335
F18049079,37.70732093541603
F18049149,14.86578792423087
F18049167,18.7847583848245
F18049190,17.442153634965663
F18049224,34.959601660861544
F18049226,11.180193647496205
F18049236,12.308265582784408
F18049260,21.540480201312462
F18049281,25.838388276160423
F18049291,26.522494851313418
F18049295,36.038090579542825
F18027981,14.938414974091591
F18027612,53.70156238385195
F18027627,12.089747141760538
F18027688,46.15801873375468
F18027702,27.454321118883655
F18027734,23.0085318195384
F18027760,15.176911410665854
F18027772,39.96083700513944
F18027813,6.271313632390557
F18027858,38.25412674262604
F18033226,19.90676336649528
F18033279,29.39015278726404
F18033295,19.128798596982666
F18033310,158.9499632371785
F18033316,36.39391668430965
F18000691,11.480552547766385
F18001055,40.33007518626767
F18006813,103.30268046485205
F18007759,22.04680899726941
F18002121,112.4815045512942
F18000004,24.451668817324286
F18001441,20.381334724042432
F18002877,12.178608870266086
F18029245,20.76107574570729
F18029255,16.41541600462674
F18029273,20.68808530102072
F18029279,20.92379933097888
F18029286,30.736196901540467
F18029288,12.97101769322189
F18029308,42.1969821142683
F18029530,38.36056396593176
F18029810,17.707188521371023
F18029842,45.100371999234596
F18003696,21.743421114024827
F18004420,14.326240300426534
F18004528,11.648522895150931
F18005973,27.67264387608329
F18006251,38.85890621751692
F18006337,26.511528602893893
F18006932,13.17853592743601
F18007490,16.905556355357923
F18011211,24.796815339427052
F18010865,27.669848591744646
F18010674,21.388433878019878
F18011041,19.90676336649528
F18010781,43.830739276240315
F18010777,29.14015352362107
F18010773,16.1354894480142
F18010718,14.271735143926351
F18010696,20.48333676496095
F18010679,50.76649040464731
F18012992,59.17160770312093
F18013047,25.344117560771608
F15080769,37.25882411124708
F17061500,11.650991541926153
F15014236,202.27293547506477
F15014607,25.187028387067784
F14044819,16.00252297570648
F16053851,37.27349781461431
F13047644,17.761371596663125
F14045506,33.52576585460098
F16022352,15.413270335868184
F13073434,71.19168134274479
F16017051,38.69097205272493
F15084521,17.02546631943069
F14053975,18.457192770607495
F17042477,30.35666631433882
F17034260,27.9917744911855
F16111979,16.274551427634503
F17058833,14.480066279026598
F17069981,46.74606860099644
F16089191,20.842533028187162
F14058720,179.26242871724216
F14076266,36.72311505248028
F15039238,88.29667569284236
F15043078,52.260015302783614
F15104549,36.434758640032435
F13090484,25.579461843217633
F17055644,21.738611910089485
F14078701,45.39622937918521
F12086460,57.21354790683894
F13065309,24.985694432235892
F13065780,38.43672433754703
F13066385,33.39281293939445
F15090762,48.139790758065196
F16113431,19.783675761749315
F15103095,19.50223982267346
F16029258,16.91178126325705
F15041468,27.62720973795984
F13092022,25.892846825424296
F16029494,31.552982391832746
F15042036,18.710636406736743
F17044526,168.0952936394075
F16059701,16.91178126325705
F16020871,31.81578903076789
F13068787,14.099555827813006
F15092226,9.551540773536905
F15028173,14.63423722668812
F16022117,18.457192770607495
F14064264,10.865896074020919
F16114309,24.815765945517498
F11142208,18.737107521684507
F11142445,48.79898481371228
F15095235,382.4290729635326
F14067264,41.677686092609285
F17010598,33.01476961203925
F13095337,15.41122618362241
F17026209,74.02086731594855
F12092400,27.969770391191254
F16096392,74.93899271960571
F13098201,55.03349380707314
F15045819,19.567303516636578
F13099169,52.32046456947216
F13077980,11.328650298279248
F17010711,24.691868311440714
F14068658,24.260217501871004
F14069294,18.205490667753065
F17050290,42.03255341083891
F17044223,34.81115882695278
F16068397,45.416667901038196
F15046709,23.662210296865457
F15107062,22.263493488028296
F16068867,28.52847021482498
F15048137,20.188428875978502
F15048341,42.72860383218752
F17071703,21.83343975983673
F16098291,31.542764246689647
F16069933,64.49234016758054
F16028000,40.96956429418219
F15040096,20.852004426824653
F15104129,181.6624803399839
F15104728,32.00011789958948
F16062789,18.86886126460482
F16062831,41.15370191854828
F13079837,12.03372630787858
F16025368,25.12907382150831
F16025722,16.067247123305307
F13082608,55.554716408022976
F13083367,45.087063410475224
F15099305,20.32618889119175
F15063881,49.03279706908965
F14074001,79.20425814941748
F16027036,22.799688995475407
F16064529,80.80703422090451
F15038357,10.612499241929207
F16027715,19.93904585091783
F17050899,18.55730975212948
F13091351,395.4178882851382
F16029410,13.244357827472637
F16029548,40.38396783324321
F14080052,15.020057620545757
F17044820,21.13962870954226
F13095240,22.9102637324658
F16067294,20.075171331414392
F13095777,8.787580894780964
F16031413,33.04552998963006
F11074045,54.508927394638164
F11080830,278.75778774539475
F13099035,22.306397912860792
F14084991,29.485444336045862
F16118553,16.3078280172692
F14086356,41.15370191854828
F15047575,12.04039586160411
F15048492,19.079049242348965
F15017193,21.236428984093603
F14048990,25.46365326132275
F14049197,13.432463208936575
F14049967,35.949207105636
F13054490,60.93070956282492
F17081558,15.183965316564747
F13056527,28.99944574448867
F13056571,26.95888900126093
F13056577,24.345756715404512
F12109374,58.77755302790778
F14089632,16.91178126325705
F12104192,27.21601800866526
F15049915,19.27111372694703
F17066758,24.73425121048798
F12105735,15.792451054385609
F15051282,6.408704769376178
F13015427,9.785394140332727
F16033651,22.472747490620517
F15110034,27.36321972436754
F17038112,18.789352183853442
F15116363,37.34714417578606
F17038928,19.703911084619403
F14089291,48.70805250585822
F14089846,77.85384256419435
F17067045,26.088047771705842
F15051238,36.62653731821258
F14093391,28.920721292291915
F14095400,14.336338627658224
F16072161,25.22421646252403
F17065571,27.262770439889895
F14096452,37.11604121756121
F16100294,24.145455507576628
F14098118,92.70183014622032
F17038677,24.25158442246727
F15057227,14.175587119859706
F16122030,27.27594687326425
F15115358,22.110187805231863
F17063243,79.20425814941748
F17046296,30.917479989250413
F16040872,22.833200422422777
F15117086,29.60210520655703
F17038983,12.493664759957491
F17056902,21.08599244891846
F17029731,38.18633610435558
F14013100,19.953339923908676
F14013890,15.079335461275047
F16076506,16.750635413441533
F15120038,31.09616232325305
F14108697,40.27536400715553
F17039755,19.981228430931754
F17046788,7.147518873789464
F14017357,35.62248530195503
F16000444,19.313427971002884
F14110842,26.869491253682167
F17030153,106.47023635209838
F15051929,11.82783001611663
F16035571,12.562790443308879
F16035634,18.928851084984874
F14092773,311.56182156439894
F16036689,26.258199801597176
F17056628,61.32393170033794
F17038600,26.683749141113545
F12113798,26.409073509849122
F14095319,10.922040515631439
F16072525,34.20547588541713
F14096714,7.749102851579193
F15055899,54.057371029095805
F16100307,13.244357827472637
F16073185,47.67921688881175
F15056347,18.794090232633827
F14072117,18.529107072194865
F14003171,39.99047721434396
F15114663,16.7241335358954
F15057526,22.799688995475407
F15057688,34.5391007266944
F12124174,66.96317378610632
F15118247,9.606128784476017
F16075786,19.537812430245687
F14107246,25.224930477650542
F16101551,18.07422546453068
F15060174,20.29855780029091
F14102613,39.66569011659324
F16075140,12.981496396765305
F16033446,29.385385198432083
F17039284,23.535835426405065
F17016983,20.013166628906813
F17017033,17.263975578682075
F15078242,24.153843936822554
F17030169,28.19222036600011
F16001033,16.12218347422177
F15066933,25.78487663552426
F17052794,19.545293182706203
F15067490,44.64226496199923
F14021301,20.88002562200245
F14112201,18.516557894797373
F14021758,12.700138075203148
F15068001,26.968492078813682
F17030692,12.756291556085488
F14024587,49.66259536828235
F16105197,28.19222036600011
F16105246,55.08633936642897
F16105260,27.490474456461207
F15000337,21.721624376540035
F15000417,11.532054076749471
F14026699,12.88011901909196
F15002076,19.045559517465257
F14029028,17.201491565200616
F15003669,17.1788612453463
F16006444,81.44359417198409
F13029380,15.463197929786228
F14032013,19.34928325795559
F16007989,57.517750359499026
F15005770,21.050407353889398
F15074611,27.506299767694625
F14034266,23.708077615458077
F16107382,18.457192770607495
F13034505,18.811748988905908
F14034642,41.19233592163105
F15007712,19.722572709233518
F13035923,27.257876253969958
F17020852,13.526619496820622
F17005462,17.1788612453463
F16011185,32.50185363665143
F14040420,101.5655289844233
F16084348,27.396124841516283
F17058089,37.060015175135675
F15013168,14.5970482234641
F14042740,32.44373785404122
F16109305,17.390786858066953
F16109383,13.526619496820622
F16041500,42.78211175677992
F14012916,51.81975574658311
F15118555,47.63403317216276
F13006251,13.106409792228817
F16000650,37.91301358778978
F14015186,31.809650554725426
F14015437,103.32668234834436
F13009540,20.962363981106165
F13009593,21.80959359416334
F16076669,22.894528467094393
F14016077,44.90982562701325
F13011430,22.39400845778159
F16103560,8.316761090573285
F14018324,15.41122618362241
F15018289,49.90825531892484
F13059176,24.89880676874492
F13064753,18.789352183853442
F13045755,20.88002562200245
F15081495,20.075171331414392
F17042110,16.443065843218164
F15016320,17.374447401257598
F17015845,20.18034075853607
F15114239,25.892846825424296
F15082787,21.50368936151209
F16013992,25.09447609077101
F16054656,16.724992977485257
F13049668,19.079049242348965
F15083958,20.682894251325077
F17007230,19.302451559043288
F17033573,17.1788612453463
F17032499,17.471242898733372
F16087204,37.415161988648606
F15020622,14.5970482234641
F17007964,53.81263166085899
F17008046,20.32618889119175
F17072846,56.792423887759924
F17074880,34.754615007524166
F17076712,49.648221273720566
F17077875,23.635271897038578
F14028034,63.2277719604689
F17081381,25.78652831222262
F17085733,37.59322648850993
F17087440,33.07225374586457
F17089888,33.15672730504784
F17090100,18.516557894797373
F17093327,29.072206078015636
F16104247,22.6862413231757
F14020955,49.77017226508003
F16002598,24.985694432235892
F16104820,24.54059360111465
F14113171,46.639073814547736
F15000476,42.60612144635903
F16047614,16.387361592971708
F16106616,29.828842932513325
F13019011,41.697386815723
F17094287,25.78652831222262
F17095983,14.398141944216917
F17098682,25.369607997009666
F17102215,17.13555298580852
F17102539,17.17257129003139
F17102968,12.360246382645835
F17022574,18.265270098368063
F16111355,24.02567940925456
F16087969,25.165025717370703
F14054716,24.421772238861546
F14054795,28.19222036600011
F14055080,18.457192770607495
F15084956,23.87836260702191
F15018930,13.727720601205817
F13060320,53.767821569611485
F16112125,34.12917320512192
F13061163,41.677686092609285
F14055613,19.079049242348965
F15088584,21.807207125154463
F15088685,12.991208993368229
F13063431,16.17264271399017
F16019293,40.07360719980699
F15024875,189.6721819284823
F15090262,18.172824505213494
F15090426,47.54084403914588
F13065598,52.25220808866908
F16059058,395.4178882851382
F16114093,20.501210525913002
F17025403,181.6624803399839
F14114746,27.9917744911855
F14025108,17.92697329739615
F17048130,52.015878066398756
F18016328,38.09151370813356
F16047965,14.983737403416919
F13026336,30.551077105758893
F15073045,30.64670807526573
F15073070,18.205490667753065
F13035770,47.09290017993703
F15004635,18.842940696054903
F13030554,32.42425023565437
F15074241,48.854362719158125
F14032679,31.760579209102644
F16007564,11.138308312693425
F15074568,33.19081384491527
F16049589,18.060847686357306
F15006296,35.14519131528086
F16008279,55.64772096707505
F17032132,24.800337689377482
F17041178,15.656955304533424
F14035092,17.558271203436842
F13035629,40.99691469141704
F15008032,89.68503118476175
