,min_dist_to_hydrant
F18044412,27.500467126548052
F18044414,13.903790459695733
F18044418,15.72042249155002
F18044474,22.17877624848545
F18044478,12.267256847182852
F18044482,19.082455956674398
F18044493,12.123070381207382
F18044970,27.604105158228208
F18044998,12.3785342208673
F18045048,37.05294899859978
F18045063,26.59838289202797
F18045077,26.57230855685724
F18045160,20.49476839149905
F18045246,46.27975103755668
F18045258,20.988771668069106
F18045312,49.5729120597657
F18045784,33.36877084611571
F18046396,49.45305532046131
F18048888,25.036006582361303
F18048891,12.726514608629717
F18048923,21.31922668207231
F18049065,32.64277889998731
F18049077,33.02733773069003
F18049125,86.12382864454491
F18049225,43.862632917758496
F18049310,185.12999163474106
F18049413,16.680003286914243
F18049535,32.39267441939564
F18048941,49.830241363697326
F18048943,16.64835797016987
F18048982,158.05543999179653
F18048984,27.064036824721175
F18049738,10.619416698775705
F18049787,32.32449549182606
F18049825,27.834995881918797
F18049837,9.388357655148887
F18049843,24.259373693873954
F18049928,24.852453857698794
F18049974,41.69027114837956
F18050072,45.361652634427415
F18050076,30.636024731884405
F18050091,38.46499617790213
F18050094,26.954464369099966
F18050142,39.981062966107466
F18050159,20.918824806055337
F18050189,43.52822145090912
F18051296,41.97663626117738
F18051316,63.76676454540161
F18051319,37.234999590480356
F18051366,17.26021451306056
F18051416,18.149567877685133
F18051552,22.39038015242262
F18051487,31.97732861433868
F18051511,16.25018917421337
F18051518,20.63880981553714
F18051534,21.42930158079492
F18051538,17.926662848625515
F18051539,7.91787497441361
F18051548,49.20038745107533
F18051562,42.9140736046974
F18051573,56.557299458102165
F18051585,18.472178557963264
F18051602,23.69070474491266
F18052159,41.95053231635234
F18052286,82.33371275501575
F18052298,13.034287894218998
F18052348,27.78219113825516
F18052384,30.70665344590448
F18052392,11.805888993357442
F18052397,24.451668817324286
F18052402,27.799193066804
F18052422,22.305450835006003
F18052432,53.39249580938613
F18052448,51.59439164146283
F18052454,58.346871085906145
F18052502,18.598919744738694
F18052536,36.40279924160493
F18052537,51.59439164146283
F18052556,16.72725655754591
F18053395,30.101082732367356
F18053407,16.507791233898445
F18053414,20.126763073815532
F18053423,22.007140284751205
F18053433,13.637640325421245
F18053435,13.575438426495584
F18053436,14.242547729301473
F18053439,27.519761050998316
F18053446,31.24793501235235
F18053448,54.72062766244269
F18053468,36.221012590836985
F18053492,11.765404416755592
F18054758,41.44684104640661
F18054788,70.98551248584037
F18054884,26.97563731873404
F18054914,27.05458970262038
F18054956,30.65089857229258
F18054991,47.89129362371911
F18055481,22.493345329494705
F18055244,36.13864869375843
F18055332,29.623901154623375
F18055360,41.21997654598866
F18056290,18.725222147159037
F18056291,12.123070381207382
F18056410,26.97674656156468
F18056461,45.57045852533711
F18056543,12.178608870266086
F18056553,14.553402393659505
F18056571,27.413578514576972
F18056580,31.980315111641527
F18056581,18.527728658258642
F18056700,25.613199879988496
F18056788,36.837838835882025
F18056867,35.35870922728539
F18056889,50.35650244841651
F18056913,37.22670308952434
F18058304,29.998561853391518
F18057762,40.35501067716922
F18057894,26.562801518988135
F18057943,16.1456627782684
F18058017,16.097886489350365
F18058037,47.96539285541573
F18058058,13.034287894218998
F18058073,50.784468759540104
F18058144,66.54776505574864
F18058536,13.607186231744354
F18058553,26.970051105438625
F18058738,52.27506875871241
F18058933,43.862632917758496
F18058509,49.15927060918294
F18058581,13.719285805234101
F18058587,19.973147201617707
F18058621,9.876069235504971
F18059233,71.26545990170547
F18059264,17.012340478573698
F18059279,15.374454411546672
F18059284,15.634650431644381
F18059295,34.959601660861544
F18059342,21.15502792172559
F18059375,13.319624964428417
F18059376,49.583855770453745
F18059444,14.450036597452316
F18059594,18.94751781484344
F18059612,7.512537874303148
F18059638,11.300007711095777
F18059644,23.174291255730587
F18060074,13.117005202892027
F18060090,26.151539580676623
F18060710,33.40062159570123
F18060725,26.970051105438625
F18060760,19.376292086947384
F18060778,17.968590308420467
F18060819,30.983613407745374
F18060858,67.08916134515225
F18060879,24.34191659229532
F18060906,16.240949037843656
F18060937,19.824609956355715
F18061132,28.122533920047864
F18061405,25.17436563545607
F18062668,23.16554768949223
F18062758,24.05837006232804
F18062797,22.279120979988274
F18062170,10.948605757451293
F18062179,79.15969921304614
F18062198,39.30042674683781
F18062210,40.263041034887344
F18062214,22.817166151042333
F18062262,53.843867015989666
F18062285,24.021709287883766
F18062286,42.08091071610749
F18062398,38.173138606700086
F18062632,50.44793703661872
F18062637,33.29288946789396
F18062699,70.67348022358695
F18063573,28.372635108621015
F18063638,23.03083581922927
F18063700,42.51250058539278
F18063716,25.427758055904942
F18063775,98.97319572215271
F18063816,55.34721415532178
F18063874,40.96914709739378
F18063936,22.2099728468318
F18063991,40.78533601438101
F18064004,11.357209557599099
F18064007,38.852744054294206
F18064012,18.21806672532029
F18064234,20.4833056128537
F18064802,56.15644343687902
F18064891,41.337623970414775
F18064955,23.474074061605812
F18064957,80.61308523466458
F18064966,19.81265798172183
F18065024,20.121680874220473
F18065032,35.758826516372395
F18065088,28.092505438020638
F18065090,39.63301966632452
F18065094,14.618439114414283
F18065106,14.271735143926351
F18065139,30.736196901540467
F18065140,17.205589173007162
F18065148,28.975041521658806
F18065150,36.45437357558408
F18066054,34.20543912423013
F18066100,30.736196901540467
F18066136,58.06810751597493
F18066249,58.06810751597493
F18066269,12.228331287451018
F18066289,13.511445745978342
F18066313,41.84952334946762
F18066370,23.805425056824006
F18066485,26.8145240097026
F18066488,36.67332817685705
F18066496,13.34057228288349
F18066517,25.66189179051626
F18068962,22.17813216348321
F18069001,14.882938917809618
F18069063,36.84454115317408
F18069086,29.365335033545815
F18069210,38.8338037954855
F18069241,23.985018999574432
F18069647,13.62126615759762
F18069109,35.67522108323561
F18069179,24.596894060744983
F18069203,18.68872330076102
F18069207,30.399109820889088
F18069230,43.609454464624655
F18069238,12.015127620896394
F18069243,11.060044851599825
F18069254,14.333135424751012
F18070344,30.983613407745374
F18070484,22.693381998057014
F18070635,257.2730848697244
F18070377,31.704800114619637
F18070390,12.996968452120408
F18070446,24.259373693873954
F18070465,17.414877373439836
F18070485,18.857312768890324
F18070523,11.723593237493972
F18070525,13.59350713274289
F18070549,15.70489892837736
F18070759,18.87524674929697
F18070766,35.549083669787834
F18070789,23.51253541109333
F18071964,37.19126446532558
F18072043,32.80555165251639
F18072249,32.678564335004246
F18071652,24.05837006232804
F18071691,18.62205984636061
F18071716,14.271735143926351
F18071728,21.484587625371585
F18071733,57.051513471921005
F18071757,35.971495520622774
F18071782,64.24164672421831
F18071796,33.348578419333016
F18071830,15.424305972216303
F18071847,32.32449549182606
F18071851,28.27251519673044
F18071868,49.36431317816559
F18071897,14.271735143926351
F18071936,20.41392099848869
F18071952,19.81534723738772
F18072607,28.283031420237563
F18072640,37.85253050897324
F18072681,13.984117496010473
F18072710,38.073733107654675
F18072716,33.961901721414655
F18072717,52.52694632636284
F18072724,43.42449020292849
F18072737,40.6285980841977
F18072738,53.65492097576241
F18072755,27.604105158228208
F18072763,29.60846600161745
F18072773,38.38705591270159
F18072787,18.923139684469128
F18072792,33.71571959756202
F18072795,30.02901914506455
F18073429,18.183797922517705
F18073469,17.065952613768275
F18073476,9.496508798921301
F18073483,29.478926700323196
F18073525,25.682096588838068
F18073647,56.10764437104412
F18073696,20.257111885431488
F18073713,17.622642460570976
F18073748,115.70222829291171
F18073539,37.69886201071226
F18073578,41.84952334946762
F18073580,16.168291743820085
F18073582,28.861271956363304
F18073585,41.62873263433125
F18073587,11.400709365083554
F18075145,22.90147127918053
F18075235,39.4663925861247
F18075258,9.496508798921301
F18075297,25.977749375659922
F18075364,15.572594192261116
F18075396,39.4663925861247
F18075532,17.32569391634507
F18075936,15.496137222130368
F18076004,22.903349056316817
F18075410,39.981062966107466
F18075511,39.4663925861247
F18075549,38.479570812598325
F18075577,39.4663925861247
F18075588,13.285407140245507
F18075666,30.996381785856475
F18076591,31.24793501235235
F18076612,61.278556234740286
F18077048,28.303602857433166
F18076669,33.40709027986961
F18076671,13.90905335225531
F18076716,23.37136740473742
F18076722,45.593121912958
F18076732,33.40709027986961
F18076734,32.11600878409426
F18076752,28.52532238437965
F18076753,34.20543912423013
F18076762,34.959601660861544
F18076773,39.981062966107466
F18081129,25.794368828568732
F18081150,40.53038160329736
F18081155,27.74620286230814
F18081175,36.47600787918132
F18081219,42.5809470507871
F18081253,19.57247288097133
F18081341,41.08060235262624
F18081394,14.219227718095235
F18081434,15.023020371250569
F18081442,16.05908495818437
F18081445,35.9661461971359
F18081663,18.321949610629105
F18081693,39.137200350312746
F18082786,69.80559968364038
F18082886,130.05024320640504
F18082903,9.499901045855344
F18082932,20.085786583474835
F18082997,21.41864806666164
F18083022,42.737902596653015
F18083037,43.862632917758496
F18083303,12.61865197137921
F18083315,28.40286343131489
F18083002,28.497893520300345
F18083042,33.52843631295866
F18083048,20.918824806055337
F18083057,13.034287894218998
F18083137,13.117005202892027
F18084657,136.1940709959752
F18084293,43.60564388049447
F18084397,18.06020416773568
F18084774,45.18408978869953
F18084991,63.51664646781583
F18084896,29.270374887223163
F18085048,17.200475594371266
F18085063,19.944982727331134
F18085066,293.54361779816173
F18085108,46.47050528344939
F18085262,44.52867195614751
F18085327,13.627413643921061
F18085340,33.309158437987364
F18085371,25.2980545441281
F18085381,22.866309408970412
F18086952,30.65089857229258
F18086992,19.532421349225167
F18087033,33.05532086942146
F18087046,20.966455488559617
F18087276,17.09499955874611
F18087298,61.762821768570724
F18087311,75.86403685843855
F18087454,18.223689934290526
F18087455,31.919824141513704
F18087869,32.746781939912644
F18087376,45.52684587562707
F18088151,29.270374887223163
F18088279,23.579813448837474
F18088324,20.945987981638208
F18088369,14.432726352406446
F18088408,41.934951916901014
F18088431,59.96825551336667
F18088452,23.49220214600849
F18088498,17.82591539742432
F18088503,18.39666337654563
F18092714,33.85536178900863
F18092787,17.625955144754702
F18092804,42.760148615004255
F18092819,19.01940064218292
F18092859,16.246999270833264
F18092864,33.72529150920175
F18092871,23.128552197522488
F18092878,232.92477607246133
F18092887,17.77296704803763
F18092933,11.855608391358848
F18092937,21.543139266763315
F18093502,20.085786583474835
F18093118,19.93057053095105
F18094199,15.3304088802882
F18094242,8.851472253396995
F18094264,26.562801518988135
F18094567,17.699687683562843
F18094598,32.39267441939564
F18094846,61.35506484529769
F18094608,14.773175264478088
