,Incident_Numberinc_,t0,t1,t2,t3,t4
12764,F16078195,0.6391235,0.30083907,0.020007595,0.020007545,0.020022241
12765,F14017299,0.04034646,0.6393429,0.040015984,0.04010046,0.24019423
12766,F18069886,0.033346463,0.86657196,0.033344027,0.033335213,0.033402342
12767,F13056149,0.025011173,0.42883956,0.025053313,0.49609423,0.025001766
12768,F17036958,0.028649762,0.029147042,0.5250853,0.028756414,0.38836148
12769,F19055395,0.012502259,0.6959147,0.2665116,0.012500618,0.012570861
12770,F13040478,0.033337533,0.8666388,0.033335295,0.033334117,0.03335427
12771,F18133197,0.14594747,0.015399475,0.8078317,0.015404065,0.015417292
12772,F18125683,0.100013316,0.099999994,0.100142896,0.59984374,0.1
12773,F18023965,0.050650425,0.050033547,0.050288662,0.79735965,0.051667735
12774,F17130651,0.03335296,0.21420129,0.033373136,0.03337543,0.68569714
12775,F15068758,0.014302454,0.014286945,0.014295736,0.94263875,0.0144761
12776,F11099700,0.050694495,0.5388035,0.05047503,0.05046041,0.30956653
12777,F15007495,0.60694903,0.02262055,0.022348003,0.022352736,0.3257297
12778,F18067063,0.02512166,0.025008867,0.89914745,0.0251847,0.025537346
12779,F16115080,0.018252846,0.018183634,0.018244466,0.92688906,0.018429957
12780,F11135720,0.9199952,0.020001452,0.020002533,0.020000517,0.02000029
12781,F16030226,0.033333853,0.033333912,0.033339895,0.3664935,0.5334988
12782,F12029387,0.014500473,0.014325309,0.49960855,0.45720702,0.014358662
12783,F11061222,0.025003484,0.025000563,0.025029922,0.89994514,0.025020905
12784,F18126557,0.04000484,0.040103517,0.04005619,0.83983314,0.04000226
12785,F18061306,0.70325834,0.033333495,0.033383656,0.19669114,0.033333343
12786,F13067347,0.8856221,0.028598774,0.028597735,0.028582314,0.028599055
12787,F19002152,0.050017565,0.79992193,0.05005496,0.050004408,0.050001178
12788,F15103942,0.88570607,0.02857266,0.02857666,0.028572539,0.028572017
12789,F17041094,0.018252844,0.018183634,0.018244462,0.92689127,0.018427793
12790,F11006316,0.018252844,0.018183634,0.018244462,0.92689204,0.018427076
12791,F15119613,0.4341692,0.114838466,0.020022083,0.02002449,0.4109458
12792,F12078093,0.050296713,0.05000134,0.050237007,0.05012881,0.79933614
12793,F13108128,0.05315279,0.050465725,0.79565144,0.050212204,0.05051784
12794,F11146023,0.06667533,0.73322684,0.0667617,0.066668324,0.066667795
12795,F19065386,0.033337217,0.033400808,0.033377673,0.8665495,0.033334818
12796,F19063116,0.898945,0.02500935,0.025145039,0.025194814,0.025705855
12797,F17044125,0.4226379,0.45402032,0.040460035,0.040444955,0.042436767
12798,F16074152,0.018185295,0.018182725,0.5858357,0.26993454,0.10786176
12799,F16066963,0.02857162,0.02857143,0.88564384,0.028602643,0.02861046
12800,F15047710,0.02507693,0.02502899,0.899731,0.025046505,0.025116572
12801,F18041116,0.028607134,0.17128661,0.029559927,0.028617587,0.7419287
12802,F14111370,0.10322816,0.102274306,0.10051132,0.100095324,0.5938909
12803,F16032920,0.8851843,0.02857456,0.02866238,0.028659692,0.028919084
12804,F15090426,0.10148965,0.10000961,0.10100119,0.1009723,0.5965272
12805,F19019821,0.8631027,0.034562644,0.033647817,0.033727106,0.034959797
12806,F16054829,0.016693668,0.016669104,0.523915,0.016790064,0.42593217
12807,F12038743,0.014342247,0.22899593,0.014320539,0.014365202,0.7279761
12808,F16093248,0.033352572,0.5153859,0.03333712,0.03333894,0.38458544
12809,F18126270,0.83654946,0.040022854,0.040429216,0.040582646,0.042415753
12810,F11052022,0.025537362,0.025096152,0.46160012,0.025172748,0.46259362
12811,F13110071,0.050008245,0.79993135,0.050057814,0.050001573,0.05000105
12812,F12097412,0.88517845,0.02857456,0.028662387,0.028659701,0.028924895
12813,F11025114,0.7029643,0.029679062,0.028684136,0.20998703,0.028685518
12814,F19066604,0.8651423,0.033364978,0.033476826,0.033497583,0.034518357
12815,F13100061,0.2,0.2,0.2,0.2,0.2
12816,F18050892,0.06825802,0.06667676,0.067795984,0.72518665,0.07208257
12817,F11153624,0.040007245,0.8399496,0.040040877,0.040001385,0.04000092
12818,F17033954,0.0668946,0.7322574,0.06669915,0.06668194,0.067466885
12819,F12025620,0.033346877,0.8665857,0.033384528,0.033349294,0.03333362
12820,F11094264,0.10002039,0.100000754,0.10004721,0.10019887,0.5997328
12821,F18036653,0.050666224,0.050017327,0.37269065,0.05160202,0.47502384
12822,F14038960,0.06669488,0.733207,0.06675577,0.066674285,0.06666807
12823,F17048335,0.018639015,0.018261623,0.33714244,0.607602,0.018354923
12824,F18064383,0.028575605,0.028572183,0.028606324,0.88564634,0.028599521
12825,F17073162,0.015422806,0.01575043,0.7419518,0.015419632,0.21145533
12826,F16005935,0.022226067,0.44421706,0.48911035,0.02222384,0.022222642
12827,F13016936,0.44575962,0.033335015,0.03348617,0.03340857,0.4540106
12828,F17076852,0.018183136,0.018183142,0.018196918,0.92720026,0.018236546
12829,F16079889,0.32395723,0.015384699,0.015392222,0.6298811,0.01538474
12830,F15067637,0.5195826,0.033389736,0.033392143,0.033358827,0.38027665
12831,F19041924,0.028575791,0.028571492,0.7861298,0.12812337,0.028599529
12832,F13000942,0.018252844,0.018183634,0.018244462,0.9268922,0.018426904
12833,F17017750,0.06672672,0.38141236,0.066667445,0.06669719,0.41849628
12834,F18024630,0.06667069,0.06666685,0.066707954,0.73328763,0.06666683
12835,F19029272,0.015447737,0.015388081,0.10033666,0.01557043,0.8532571
12836,F12007831,0.59538925,0.13741684,0.028694281,0.028772661,0.20972697
12837,F14012328,0.028572531,0.028574657,0.029355327,0.028722046,0.88477546
12838,F17001756,0.0334233,0.03333385,0.03338897,0.03341398,0.8664399
12839,F13046646,0.2,0.2,0.2,0.2,0.2
12840,F17035351,0.2,0.2,0.2,0.2,0.2
12841,F13057932,0.066685356,0.7331524,0.06682304,0.06666767,0.066671506
12842,F18073947,0.066683985,0.7332623,0.06671496,0.06666996,0.066668816
12843,F18135208,0.8849032,0.028583072,0.028672911,0.028740808,0.02910003
12844,F13061577,0.029239725,0.028695364,0.028724894,0.028748764,0.8845912
12845,F13016635,0.04090403,0.4321344,0.44331574,0.040592868,0.04305298
12846,F16073077,0.04000484,0.04010334,0.04005618,0.8398334,0.04000226
12847,F11058111,0.79511666,0.05417854,0.050186332,0.050078828,0.050439633
12848,F15047232,0.04138299,0.04036852,0.04140222,0.83569634,0.041149996
12849,F11085904,0.100029886,0.5998779,0.10008285,0.10000569,0.10000373
12850,F18073057,0.028575508,0.8856772,0.028572612,0.028573556,0.028601155
12851,F14001912,0.040109184,0.04000764,0.04008268,0.04034769,0.8394528
12852,F16107201,0.02500151,0.025002632,0.025018288,0.8998667,0.025110848
12853,F13026283,0.018252846,0.018183634,0.018244464,0.9268892,0.018429868
12854,F13049960,0.3993417,0.40009508,0.06720772,0.06668745,0.06666809
12855,F12084630,0.066675335,0.7332236,0.066764966,0.066668324,0.066667795
12856,F14054511,0.033341657,0.86663014,0.03335811,0.0333361,0.033334013
12857,F12113108,0.02234931,0.5615591,0.17553042,0.022659121,0.217902
12858,F18013920,0.040417653,0.040002815,0.04032503,0.83808357,0.04117089
12859,F12109835,0.025081623,0.11773728,0.02507799,0.43700072,0.39510238
12860,F19051500,0.10001332,0.10000001,0.10014161,0.59984505,0.10000002
12861,F18119591,0.015398472,0.015386985,0.4785914,0.01566309,0.47496006
12862,F17085191,0.8851815,0.028574562,0.028662385,0.0286597,0.02892187
12863,F14039197,0.016674832,0.18048216,0.016702237,0.7694182,0.016722592
12864,F12017890,0.83997834,0.040019006,0.04000251,0.040000044,0.040000103
12865,F18032234,0.02857579,0.02857149,0.7861176,0.12813555,0.028599527
12866,F19054053,0.06667439,0.06666667,0.06674935,0.7332429,0.06666668
12867,F19056375,0.025141312,0.025003614,0.025113296,0.8992329,0.02550886
12868,F14100199,0.025054649,0.025001444,0.02501885,0.8993987,0.02552632
12869,F16015207,0.04003109,0.639554,0.040160187,0.23990469,0.040350057
12870,F11092219,0.05008123,0.79942995,0.05010703,0.05016235,0.050219465
12871,F14051386,0.10004629,0.5996771,0.100000896,0.10027492,0.10000082
12872,F14005879,0.15521109,0.39988014,0.03333671,0.03334014,0.3782319
12873,F11140729,0.040010672,0.8399204,0.040035542,0.04000187,0.040031515
12874,F18043662,0.02242607,0.022229822,0.9099248,0.02244137,0.022977877
12875,F19065880,0.100011244,0.59896487,0.10003985,0.10098321,0.10000085
12876,F12051861,0.022389743,0.02224539,0.91042995,0.022331186,0.022603683
12877,F12110637,0.04057477,0.63570803,0.040390454,0.040376604,0.24295011
12878,F14017488,0.05001345,0.79986465,0.05011677,0.050003808,0.05000135
12879,F17059677,0.91110474,0.022222979,0.022226894,0.022222888,0.02222257
12880,F18107278,0.17556682,0.028584467,0.028787995,0.3272583,0.4398024
12881,F11010752,0.8856221,0.028598784,0.028597739,0.028582318,0.028599054
12882,F13111284,0.050475575,0.05002454,0.05012902,0.79936796,0.050002903
12883,F18060004,0.05048719,0.050024547,0.050129067,0.79935634,0.050002906
12884,F18034953,0.7032587,0.033333495,0.03338385,0.1966906,0.033333343
12885,F14095400,0.83321583,0.091361895,0.025077399,0.025072044,0.02527286
12886,F12112434,0.02010649,0.020000419,0.7286289,0.020057866,0.2112064
12887,F13099001,0.4580631,0.050046287,0.05032469,0.05032695,0.39123896
12888,F17129688,0.2,0.2,0.2,0.2,0.2
12889,F12099635,0.040903755,0.4321281,0.44338313,0.040592704,0.04299234
12890,F17096927,0.05000009,0.05001172,0.050009646,0.050458774,0.7995198
12891,F12032379,0.020088121,0.020000963,0.02007978,0.9195813,0.02024985
12892,F18125499,0.022239076,0.022224084,0.022662448,0.022308405,0.91056603
12893,F15102875,0.927265,0.018185481,0.018185286,0.018182222,0.018182028
12894,F18102436,0.033343267,0.86662275,0.03336415,0.03333563,0.03333418
12895,F14039696,0.028575605,0.028572183,0.028606331,0.88564634,0.02859952
12896,F11058726,0.10148749,0.10000961,0.101007335,0.10097617,0.5965194
12897,F16086268,0.100029886,0.59987783,0.10008291,0.10000569,0.10000373
12898,F17009356,0.028578745,0.73821706,0.17605834,0.028573679,0.028572163
12899,F14014350,0.06799526,0.06728188,0.067098774,0.066967644,0.7306564
12900,F19065315,0.88518053,0.028574562,0.028662385,0.028659701,0.028922789
12901,F16069914,0.0334505,0.86650735,0.03335096,0.033335947,0.033355188
12902,F11067791,0.79795444,0.050004408,0.05033911,0.050329935,0.051372077
12903,F18038534,0.100008585,0.10003103,0.59901017,0.100947656,0.100002535
12904,F11043726,0.10148247,0.10000961,0.10100748,0.10097551,0.59652495
12905,F17044390,0.06668397,0.73326254,0.06671467,0.066669956,0.066668816
12906,F18000674,0.01254855,0.012501878,0.4085763,0.0125868,0.5537865
12907,F15106191,0.014326459,0.014531683,0.9424166,0.014322122,0.0144031625
12908,F16028442,0.050004423,0.79997635,0.05001169,0.05000681,0.050000787
12909,F15080769,0.050014146,0.7998785,0.05005033,0.05000241,0.05005464
12910,F14012118,0.050000504,0.7993831,0.05059385,0.050008457,0.050014086
12911,F11129487,0.10333394,0.10228535,0.10051226,0.10009549,0.593773
12912,F18132032,0.79670215,0.050035648,0.050378826,0.050643563,0.05223985
12913,F15116664,0.01819155,0.018217906,0.018217273,0.3874383,0.55793494
12914,F12075428,0.7326305,0.066864036,0.06687135,0.06675101,0.066883124
12915,F16015452,0.59748894,0.10070686,0.10073133,0.10029312,0.100779764
12916,F14063615,0.022685781,0.022316523,0.9103152,0.022289025,0.022393476
12917,F14076662,0.10007265,0.59949493,0.10003057,0.10001174,0.100390114
12918,F11154560,0.020043088,0.09094755,0.5049446,0.020512722,0.36355203
12919,F12011184,0.2,0.2,0.2,0.2,0.2
12920,F19057855,0.011151533,0.0111146085,0.34930646,0.6171076,0.011319718
12921,F16103341,0.025046237,0.525248,0.02510925,0.39718044,0.02741607
12922,F13007161,0.52692467,0.025000125,0.025030915,0.3980443,0.025000012
12923,F16046274,0.025003225,0.89997095,0.025001056,0.02500162,0.025023166
12924,F19028915,0.7032561,0.033333495,0.033383388,0.1966937,0.033333343
12925,F18110972,0.0666707,0.06666686,0.06670809,0.7332876,0.066666834
12926,F17077401,0.040129784,0.040968943,0.04021825,0.8383945,0.040288508
12927,F14110806,0.5162036,0.040057395,0.04013787,0.04013857,0.36346254
12928,F13041469,0.040000077,0.040006883,0.040009554,0.040262826,0.8397206
12929,F12106044,0.016751684,0.274047,0.3344926,0.26554468,0.10916403
12930,F18056700,0.4021949,0.39718175,0.06728201,0.06667142,0.06666993
12931,F18049260,0.7032555,0.033333495,0.03338337,0.1966943,0.033333343
12932,F14107561,0.8856221,0.028598776,0.028597733,0.028582316,0.028599052
12933,F12116162,0.025273295,0.025004933,0.46576768,0.02513004,0.45882404
12934,F14060303,0.015432531,0.015385043,0.7541923,0.01541827,0.19957185
12935,F17042940,0.050173577,0.050026175,0.050019685,0.05006201,0.79971856
12936,F14053698,0.24721737,0.011765054,0.36762685,0.36159986,0.011790838
12937,F13077364,0.022251867,0.022224294,0.022667548,0.02232918,0.9105271
12938,F17100693,0.03367733,0.035350148,0.0334352,0.033578567,0.8639587
12939,F11030434,0.034098696,0.53227973,0.36385724,0.033834033,0.035930324
12940,F18063573,0.050000496,0.7993796,0.0505973,0.05000845,0.050014082
12941,F19040762,0.34227526,0.022234004,0.59015596,0.022421114,0.022913693
12942,F19048282,0.88210166,0.028580986,0.03034648,0.029875107,0.029095765
12943,F17114183,0.025218185,0.27583247,0.025178201,0.025973072,0.64779806
12944,F17041510,0.022366686,0.11771149,0.022263616,0.8152403,0.02241783
12945,F17029778,0.028763989,0.028571825,0.028653437,0.028712785,0.88529795
12946,F18026872,0.020002263,0.020000005,0.63533777,0.30463406,0.020025892
12947,F18073329,0.7032605,0.0333335,0.033383947,0.19668873,0.033333346
12948,F17034419,0.018181978,0.018184759,0.55132216,0.01831594,0.3939952
12949,F16106616,0.5339379,0.390959,0.025009446,0.02500299,0.02509067
12950,F14108782,0.018249977,0.018182881,0.92692393,0.018261323,0.018381888
12951,F12072308,0.2,0.2,0.2,0.2,0.2
12952,F17025441,0.33292907,0.5170556,0.050002936,0.050009806,0.050002668
12953,F19059170,0.06667439,0.06666667,0.06674995,0.7332423,0.06666668
12954,F19001431,0.05000014,0.79999757,0.05000202,0.050000127,0.050000146
12955,F15004202,0.022539862,0.79988897,0.022439055,0.022433564,0.13269849
12956,F12123940,0.10002988,0.5998778,0.10008296,0.10000568,0.10000372
12957,F14036752,0.025136348,0.025000954,0.89934516,0.025117105,0.025400417
12958,F12054458,0.100000404,0.59944177,0.10055151,0.100001335,0.10000496
12959,F18026125,0.018252846,0.018183634,0.018244464,0.92688996,0.018429073
12960,F16026997,0.050296832,0.050001346,0.050236963,0.050128818,0.7993361
12961,F11144089,0.10001333,0.10000002,0.10014184,0.5998448,0.100000024
12962,F17013091,0.13993835,0.35163316,0.022544445,0.022282297,0.4636018
12963,F16090396,0.42828828,0.028617928,0.028623804,0.028591339,0.48587868
12964,F14063866,0.8640724,0.034560215,0.03356078,0.033600867,0.03420573
12965,F18082042,0.3484455,0.050011463,0.050307725,0.05025847,0.50097686
12966,F18030879,0.016669167,0.01666713,0.4496902,0.5002739,0.016699586
12967,F13098780,0.2659828,0.5807966,0.05085232,0.05235384,0.050014485
12968,F18101903,0.028571622,0.028571432,0.88564384,0.028602658,0.028610485
12969,F12101567,0.05000825,0.7999305,0.050058614,0.050001573,0.05000105
12970,F18036040,0.35930645,0.39075157,0.012571114,0.012575868,0.22479498
12971,F13074916,0.020190401,0.6305104,0.020052481,0.30922517,0.020021545
12972,F18096030,0.040012714,0.040120903,0.040017623,0.04004738,0.8398014
12973,F15033469,0.018335762,0.42360404,0.018381225,0.5213211,0.018357813
12974,F15067206,0.050008245,0.7999305,0.050058596,0.050001573,0.05000105
12975,F16089929,0.022389743,0.02224539,0.9104287,0.022331184,0.022604942
12976,F11047788,0.8856221,0.02859878,0.028597733,0.028582316,0.028599054
12977,F17064172,0.050025947,0.7997802,0.05000509,0.05000332,0.050185453
12978,F13076727,0.028812798,0.029896254,0.028650789,0.029123057,0.88351715
12979,F12069140,0.8856221,0.028598778,0.028597735,0.028582314,0.028599055
12980,F18050403,0.05001711,0.7999555,0.050022822,0.050001852,0.050002642
12981,F17076497,0.42840126,0.028573805,0.028734738,0.028727205,0.48556298
12982,F12004814,0.3176881,0.47981748,0.067169264,0.06687145,0.06845368
12983,F18089360,0.033337217,0.033400822,0.03337767,0.8665495,0.033334818
12984,F11065498,0.018183138,0.018183144,0.018196914,0.9272003,0.01823651
12985,F12103414,0.020003568,0.29388407,0.6460643,0.020021545,0.02002654
12986,F12093168,0.60895526,0.3052867,0.028611086,0.02857491,0.028572042
12987,F11029303,0.7170251,0.18129867,0.033583418,0.033649754,0.034443058
12988,F14058606,0.022224506,0.022224419,0.27110782,0.6622205,0.022222742
12989,F11136256,0.533905,0.03335122,0.033423662,0.3659845,0.03333557
12990,F12108561,0.88518214,0.028574562,0.028662384,0.0286597,0.028921163
12991,F11002983,0.016727025,0.016667105,0.6783976,0.27122334,0.016984945
12992,F18075396,0.02857579,0.02857149,0.7861391,0.1281141,0.028599525
12993,F14078389,0.7074445,0.19252162,0.033363815,0.03333551,0.03333459
12994,F15034805,0.01111406,0.011122224,0.011264492,0.58639216,0.38010705
12995,F12086223,0.067550346,0.07068426,0.06763641,0.06801448,0.7261145
12996,F17089033,0.014287711,0.01428602,0.44147226,0.51563865,0.014315376
12997,F15044252,0.101469286,0.10000961,0.10100145,0.100970894,0.5965488
12998,F17009679,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
12999,F15012275,0.5390923,0.31012097,0.05057542,0.05005943,0.050151914
13000,F12083623,0.88517916,0.02857456,0.028662385,0.0286597,0.028924169
13001,F11082329,0.5974855,0.100710444,0.10073108,0.100293264,0.10077971
13002,F14102928,0.100029886,0.5998778,0.100082956,0.10000568,0.10000372
13003,F19007798,0.06667543,0.7331391,0.06684754,0.0666687,0.06666918
13004,F15015520,0.025136355,0.025000954,0.89933956,0.02511711,0.025406044
13005,F19028643,0.70325726,0.033333495,0.033383522,0.1966924,0.033333343
13006,F12086588,0.8851809,0.02857456,0.028662382,0.0286597,0.028922465
13007,F15107411,0.10000041,0.59943914,0.10055417,0.10000134,0.10000497
13008,F14036820,0.025141304,0.025003612,0.02511329,0.8992379,0.02550395
13009,F18123414,0.022406278,0.35123602,0.022633487,0.022368027,0.5813562
13010,F12045671,0.70745295,0.19251311,0.03336383,0.03333551,0.033334594
13011,F14086174,0.10000079,0.10000093,0.10001131,0.10002765,0.5999593
13012,F19050417,0.050002653,0.05000086,0.05002027,0.7999755,0.050000723
13013,F12025633,0.5285309,0.025001492,0.025037056,0.39637893,0.025051666
13014,F18074533,0.02263045,0.023563597,0.02317167,0.40275225,0.52788204
13015,F13036830,0.03380399,0.69714385,0.034009386,0.033651184,0.20139156
13016,F16050417,0.2,0.2,0.2,0.2,0.2
13017,F11143452,0.06667534,0.73322195,0.06676664,0.066668324,0.066667795
13018,F16060566,0.02500441,0.025001023,0.4069913,0.51796657,0.02503667
13019,F18077197,0.02857579,0.02857149,0.7861395,0.12811373,0.028599525
13020,F19047515,0.028572958,0.028574966,0.02859074,0.8855372,0.028724149
13021,F18031391,0.020012645,0.020027911,0.31444132,0.62541837,0.020099767
13022,F12111554,0.7429962,0.028598553,0.028590648,0.029652044,0.17016254
13023,F15029919,0.022514699,0.022596104,0.022630522,0.9096578,0.02260088
13024,F13020368,0.04041766,0.040002823,0.040325038,0.8380839,0.041170586
13025,F18137274,0.014315718,0.014288283,0.45022687,0.014382214,0.5067869
13026,F17122343,0.029307893,0.8844628,0.02886876,0.028628858,0.028731707
13027,F16083005,0.018252844,0.018183634,0.018244462,0.9268923,0.01842676
13028,F11161739,0.011793508,0.011765768,0.37557304,0.58897644,0.011891212
13029,F15009952,0.03334165,0.8666179,0.033371117,0.03333533,0.033333994
13030,F19024961,0.033439536,0.035573456,0.033402096,0.03356148,0.86402345
13031,F17093766,0.863074,0.035000905,0.034094233,0.03383821,0.03399265
13032,F14023731,0.033337835,0.5333549,0.03335726,0.36661658,0.03333349
13033,F12052270,0.1924794,0.31508845,0.028649012,0.4352099,0.028573247
13034,F18009449,0.8849042,0.028583068,0.028672908,0.028740805,0.029099021
13035,F15021384,0.066683985,0.73326236,0.066714846,0.06666996,0.06666882
13036,F19054524,0.7032561,0.033333495,0.03338344,0.19669367,0.033333343
13037,F14088687,0.016668638,0.19295137,0.6836143,0.016683929,0.090081744
13038,F14110877,0.025537185,0.45733103,0.025359087,0.025046857,0.46672583
13039,F12021912,0.016724056,0.0166675,0.6060836,0.23747782,0.12304708
13040,F18078192,0.02857579,0.028571492,0.7861123,0.12814091,0.028599529
13041,F12031023,0.8851846,0.02857456,0.02866238,0.028659692,0.028918782
13042,F13056038,0.033423502,0.03333385,0.033389032,0.033414368,0.8664393
13043,F16080052,0.02863495,0.028572196,0.028611632,0.028629808,0.8855514
13044,F14047688,0.03358172,0.033642348,0.03349052,0.033483632,0.8658018
13045,F13030598,0.6709595,0.22766106,0.033544853,0.03350767,0.034326937
13046,F15016747,0.05001713,0.7999555,0.05002285,0.050001863,0.05000265
13047,F11024845,0.033337932,0.34006903,0.5599219,0.033335116,0.033336047
13048,F18002121,0.46192095,0.03334176,0.033563726,0.033531733,0.43764186
13049,F19009180,0.06667439,0.06666667,0.066752516,0.7332397,0.06666668
13050,F18052792,0.70325667,0.0333335,0.03338344,0.19669308,0.033333346
13051,F13108236,0.041713856,0.8371894,0.040657334,0.040123053,0.04031632
13052,F18048239,0.02857579,0.02857149,0.7861269,0.1281263,0.028599527
13053,F16019423,0.7366354,0.028590512,0.028659953,0.17754073,0.028573455
13054,F15033351,0.028575506,0.8856772,0.02857261,0.028573554,0.028601157
13055,F17118046,0.040083826,0.24001734,0.04009019,0.040018998,0.63978964
13056,F18049236,0.10001332,0.10000001,0.10014169,0.599845,0.10000002
13057,F18046708,0.05001345,0.79986495,0.050116494,0.050003808,0.05000135
13058,F17038677,0.02537671,0.77762824,0.025288291,0.025255168,0.14645156
13059,F11095577,0.04389728,0.8359415,0.040009167,0.04002909,0.04012299
13060,F11135031,0.010003141,0.0100283455,0.4606351,0.29475445,0.22457895
13061,F13109127,0.05000009,0.05001172,0.050009646,0.050458148,0.79952043
13062,F19060716,0.0666798,0.06666676,0.73327494,0.06670142,0.066677056
13063,F13038421,0.01666783,0.016667783,0.016679222,0.9332733,0.01671182
13064,F19065818,0.033337217,0.033400808,0.03337766,0.8665495,0.033334818
13065,F12106957,0.30022445,0.050499644,0.05001282,0.050000966,0.5492621
13066,F19041275,0.03375721,0.033345405,0.033662636,0.86442035,0.03481438
13067,F18066619,0.02857579,0.02857149,0.7861218,0.12813143,0.028599527
13068,F17076827,0.8851786,0.028574562,0.028662387,0.028659701,0.028924696
13069,F16112125,0.10150987,0.10000962,0.10100345,0.10097422,0.59650284
13070,F14038168,0.100000404,0.5994382,0.100555144,0.100001335,0.10000496
13071,F16111980,0.44089237,0.016690595,0.01670959,0.017073905,0.5086335
13072,F12092717,0.022327358,0.02222296,0.9106095,0.02231262,0.022527624
13073,F13024353,0.5132279,0.33631912,0.050187293,0.05006556,0.050200198
13074,F18041093,0.028595489,0.3010738,0.61316425,0.028592318,0.028574197
13075,F15068865,0.018183136,0.018183142,0.018196918,0.92720014,0.018236648
13076,F17075764,0.8399784,0.04001897,0.040002514,0.040000048,0.040000107
13077,F16009042,0.28641254,0.67356473,0.013339534,0.013335072,0.01334816
13078,F12096006,0.011793508,0.011765768,0.37556213,0.58898747,0.01189112
13079,F13042418,0.04192864,0.23847203,0.040905714,0.6380924,0.04060119
13080,F16058668,0.10322562,0.10110286,0.59093434,0.10086765,0.10386956
13081,F19060019,0.28415132,0.013335172,0.069542184,0.6194513,0.013520013
13082,F16035134,0.8851796,0.02857456,0.028662384,0.0286597,0.028923769
13083,F12102365,0.8856221,0.02859878,0.028597739,0.028582316,0.028599054
13084,F15055685,0.020011997,0.02059693,0.020794567,0.020222709,0.91837376
13085,F18056057,0.83998346,0.04000202,0.04001129,0.040002197,0.04000109
13086,F18051585,0.050482143,0.050024543,0.050129045,0.7993614,0.050002903
13087,F18132918,0.018184915,0.018182246,0.018203935,0.68877864,0.25665024
13088,F12056570,0.025003482,0.025000561,0.025029907,0.89994514,0.025020905
13089,F11089816,0.022617398,0.02230032,0.4024787,0.022391915,0.5302117
13090,F12084469,0.015385726,0.2467532,0.015397622,0.7070274,0.015436042
13091,F12095324,0.011169273,0.011112047,0.36558396,0.60087633,0.011258409
13092,F14099606,0.2,0.2,0.2,0.2,0.2
13093,F15095050,0.10144661,0.1000096,0.1009963,0.1009678,0.59657973
13094,F15112211,0.06671938,0.732864,0.06667558,0.06667328,0.067067705
13095,F19003833,0.040051527,0.83984995,0.04005937,0.04000469,0.04003451
13096,F16082247,0.8851853,0.028574562,0.02866238,0.028659694,0.028918086
13097,F15070768,0.022222525,0.022223147,0.9110617,0.022256108,0.022236519
13098,F16077038,0.8856221,0.028598774,0.028597735,0.028582314,0.028599052
13099,F18056553,0.033337217,0.03340077,0.033377666,0.86654955,0.033334818
13100,F19067553,0.067369565,0.06668888,0.06716902,0.0673211,0.73145145
13101,F19053478,0.025118975,0.025003228,0.025083894,0.025173714,0.89962023
13102,F18116321,0.10001331,0.099999994,0.100142494,0.59984416,0.1
13103,F19014946,0.04049063,0.4381949,0.040128842,0.04000269,0.441183
13104,F12105189,0.050645024,0.43003237,0.050332014,0.050306715,0.41868392
13105,F15119523,0.59370655,0.019515453,0.018195065,0.018185563,0.35039738
13106,F18052537,0.88570607,0.02857266,0.02857666,0.028572539,0.028572017
13107,F17037615,0.70012116,0.033377636,0.033357456,0.034588315,0.19855547
13108,F18137151,0.050000504,0.799376,0.050600998,0.050008457,0.05001409
13109,F18041825,0.016714955,0.2674296,0.016725847,0.49209043,0.20703919
13110,F15080274,0.018183136,0.018183142,0.018196909,0.92720073,0.01823606
13111,F12109260,0.28101498,0.2149839,0.04023564,0.04021491,0.4235506
13112,F18073033,0.050017554,0.7999221,0.050054684,0.0500044,0.05000117
13113,F11163118,0.06667533,0.7332251,0.06676347,0.066668324,0.066667795
13114,F16056685,0.10000305,0.5999559,0.10003553,0.10000246,0.10000305
13115,F16091442,0.42827302,0.028617933,0.028623799,0.028591342,0.48589388
13116,F18042503,0.05064675,0.050187055,0.050566427,0.050164036,0.79843575
13117,F12055143,0.016716147,0.01666825,0.57089347,0.27458054,0.12114158
13118,F18053514,0.06737094,0.06668887,0.0671673,0.06731611,0.73145676
13119,F11072245,0.05000829,0.7998911,0.050097194,0.05000175,0.05000171
13120,F17073781,0.018187443,0.46966973,0.018189887,0.4757547,0.018198214
13121,F17092613,0.06667543,0.7331388,0.06684791,0.0666687,0.06666918
13122,F19038777,0.020092359,0.020003254,0.02007727,0.020129137,0.91969794
13123,F18027981,0.0117697315,0.34630552,0.5182325,0.07761326,0.04607902
13124,F13071722,0.43340096,0.379774,0.028586967,0.028634805,0.12960328
13125,F15042781,0.016679648,0.2515058,0.2012505,0.5138969,0.016667197
13126,F13047180,0.050094612,0.050004013,0.05039365,0.5683989,0.2811089
13127,F15023853,0.795675,0.053871892,0.050084308,0.050038822,0.050330024
13128,F19044162,0.06669488,0.7332072,0.066755526,0.066674285,0.06666807
13129,F17015996,0.2,0.2,0.2,0.2,0.2
13130,F17008612,0.022332111,0.022222484,0.022305155,0.022305151,0.91083515
13131,F16038605,0.88518363,0.02857456,0.028662382,0.028659696,0.028919728
13132,F18063354,0.028924081,0.028622922,0.028835675,0.028722778,0.88489455
13133,F19050905,0.025004247,0.025372004,0.025030015,0.89957273,0.025020994
