,Incident_Numberinc_,t0,t1,t2,t3,t4
1443,F17011463,0.0671219,0.06667134,0.06717583,0.06696911,0.73206186
1444,F18012929,0.10062027,0.10000056,0.10000204,0.10000041,0.5993767
1445,F17098682,0.016728582,0.016667087,0.68017864,0.26958853,0.016837189
1446,F14092561,0.02858832,0.028614886,0.4594426,0.028849155,0.45450503
1447,F17061738,0.01824998,0.018182881,0.9269207,0.018261304,0.01838513
1448,F14023065,0.040149167,0.1969331,0.040098008,0.04011581,0.6827039
1449,F12065896,0.0334566,0.863113,0.03618411,0.033901285,0.033345014
1450,F12118338,0.47040117,0.46290603,0.022229506,0.022223292,0.022239996
1451,F14065296,0.41235694,0.050208285,0.051374752,0.050462622,0.43559733
1452,F18059654,0.018213458,0.01818453,0.01820782,0.018306002,0.9270882
1453,F19013198,0.2,0.2,0.2,0.2,0.2
1454,F19059898,0.033343267,0.86662304,0.033363838,0.033335634,0.033334184
1455,F16056232,0.5332463,0.3917274,0.02502308,0.025002157,0.025001151
1456,F19004079,0.05062762,0.050043676,0.79543066,0.050846703,0.053051367
1457,F12112091,0.6615525,0.23801845,0.033419166,0.03336016,0.03364971
1458,F13043702,0.79796594,0.050004415,0.050339088,0.050329912,0.05136064
1459,F17022814,0.53002924,0.3949424,0.025025696,0.025002165,0.025000552
1460,F19045827,0.06667438,0.06666667,0.06674966,0.73324263,0.06666667
1461,F18072681,0.10002988,0.5998779,0.10008285,0.10000568,0.10000372
1462,F13054362,0.022334265,0.022876943,0.9099777,0.022305254,0.022505827
1463,F18102164,0.033337217,0.03340089,0.03337768,0.8665494,0.033334818
1464,F14054368,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
1465,F18042815,0.022241231,0.24435157,0.022254474,0.022241868,0.6889108
1466,F12019097,0.066698365,0.73302275,0.06666689,0.06667995,0.06693203
1467,F17084966,0.066675425,0.7331392,0.06684748,0.0666687,0.06666917
1468,F18020544,0.016757108,0.016670426,0.016743382,0.9328246,0.017004488
1469,F19058606,0.02230164,0.022226907,0.7486959,0.022324782,0.18445076
1470,F16020251,0.44676098,0.040001545,0.04000164,0.040002324,0.43323356
1471,F16093263,0.050025936,0.7997847,0.05000509,0.050003316,0.050180968
1472,F17007373,0.033352956,0.21421051,0.033373125,0.03337544,0.68568796
1473,F19030685,0.050287392,0.050004475,0.05026544,0.3343694,0.51507336
1474,F12054018,0.02500664,0.34404564,0.580944,0.025003258,0.025000477
1475,F13070125,0.03334308,0.033339992,0.033386815,0.034058083,0.8658721
1476,F18125362,0.028847283,0.028622579,0.8842404,0.02882593,0.029463807
1477,F15093753,0.018252846,0.018183634,0.018244464,0.9268894,0.018429605
1478,F13006834,0.033352956,0.21420294,0.033373132,0.03337543,0.6856955
1479,F12124921,0.050025083,0.7997119,0.050078347,0.050003324,0.050181404
1480,F12113878,0.42235994,0.51763415,0.02000444,0.02000088,0.020000609
1481,F16040552,0.06667282,0.066707276,0.06666712,0.0666695,0.7332833
1482,F18064957,0.033631343,0.22980922,0.6686849,0.033353947,0.034520645
1483,F18041083,0.02857579,0.02857149,0.78613645,0.12811676,0.028599525
1484,F11047028,0.8847636,0.028696809,0.028713813,0.028675394,0.029150428
1485,F15028557,0.028930597,0.029919058,0.028716298,0.028694263,0.8837398
1486,F13060504,0.022335315,0.79993606,0.13223821,0.022227,0.023263417
1487,F11047427,0.066689625,0.7331778,0.06667732,0.06667044,0.06678484
1488,F11032496,0.8851827,0.02857456,0.028662384,0.028659696,0.028920723
1489,F14029402,0.040027924,0.040049024,0.6699897,0.20993194,0.04000144
1490,F16053084,0.6995866,0.20041122,0.03333432,0.03333373,0.033334155
1491,F18137708,0.10001332,0.10000001,0.10014259,0.5998441,0.10000002
1492,F17054053,0.0502276,0.7997635,0.05000078,0.05000788,0.05000028
1493,F14113861,0.050481424,0.050024543,0.050129045,0.79936206,0.050002903
1494,F14100528,0.025603319,0.026045691,0.89807904,0.025068136,0.025203807
1495,F12089568,0.028575605,0.028572183,0.028606324,0.88564634,0.02859952
1496,F18074482,0.10001332,0.10000001,0.100142,0.5998447,0.10000002
1497,F17129740,0.012504058,0.012516636,0.012526989,0.6491506,0.31330174
1498,F18041784,0.028575791,0.028571492,0.7861228,0.12813044,0.028599529
1499,F14029114,0.028576845,0.8856722,0.028582131,0.028575698,0.028593075
1500,F18058587,0.028575791,0.028571492,0.7861366,0.12811658,0.028599527
1501,F17091724,0.018432574,0.018232055,0.6136096,0.018357893,0.33136782
1502,F19052644,0.3531069,0.24315733,0.37039974,0.01666906,0.016666954
1503,F18109504,0.06669492,0.7332056,0.066757105,0.066674285,0.06666807
1504,F11055915,0.02500222,0.89909196,0.025000546,0.025001688,0.025903564
1505,F18074027,0.7074527,0.19251323,0.033363916,0.03333551,0.03333459
1506,F11153787,0.016668828,0.5430898,0.40676442,0.016809108,0.016667811
1507,F19061893,0.2,0.2,0.2,0.2,0.2
1508,F14074896,0.15395275,0.040332753,0.040389366,0.72495925,0.040365867
1509,F18053369,0.60895574,0.3052862,0.028611097,0.02857491,0.028572042
1510,F11010674,0.018288342,0.08504838,0.8601148,0.018191265,0.018357217
1511,F17017233,0.11686064,0.018184643,0.018200792,0.82830924,0.018444654
1512,F16104199,0.91110474,0.022222975,0.022226892,0.022222884,0.022222567
1513,F16109305,0.89907116,0.025808973,0.025077771,0.025039358,0.025002772
1514,F13067559,0.0143869165,0.014286452,0.5400782,0.25500533,0.17624308
1515,F18133804,0.865474,0.03335907,0.033478614,0.033574164,0.03411414
1516,F12108458,0.30423248,0.019128555,0.018237738,0.018550687,0.6398505
1517,F13097347,0.5484814,0.30151498,0.050002087,0.050000373,0.050001115
1518,F14029463,0.025028504,0.025006458,0.89975977,0.025029574,0.025175748
1519,F18074295,0.2,0.2,0.2,0.2,0.2
1520,F12037854,0.066675335,0.7332228,0.0667657,0.066668324,0.066667795
1521,F14047658,0.033341676,0.8666295,0.03335871,0.0333361,0.033334013
1522,F18081129,0.018186158,0.2541527,0.5694908,0.01820215,0.13996823
1523,F17073665,0.59753495,0.10069266,0.10071912,0.10029191,0.100761406
1524,F14052971,0.053507484,0.050492693,0.050833188,0.05024339,0.79492325
1525,F19023731,0.066689566,0.73318356,0.0666773,0.06667043,0.0667791
1526,F16007882,0.2,0.2,0.2,0.2,0.2
1527,F19034049,0.8366552,0.04002286,0.040429097,0.040582474,0.042310305
1528,F15036202,0.04000724,0.8399497,0.040040758,0.04000138,0.040000916
1529,F14020593,0.029255958,0.030271817,0.028714284,0.02912694,0.882631
1530,F12064061,0.2,0.2,0.2,0.2,0.2
1531,F13034419,0.2,0.2,0.2,0.2,0.2
1532,F18075807,0.050126564,0.05025729,0.050099123,0.050164383,0.79935265
1533,F14064439,0.60547465,0.30878538,0.02859455,0.02857307,0.028572362
1534,F18060906,0.8625973,0.03333471,0.035854068,0.034876943,0.03333699
1535,F12069919,0.028575607,0.028572185,0.028606353,0.88564634,0.028599527
1536,F18063556,0.068258844,0.06667676,0.06779656,0.72494215,0.07232567
1537,F16070136,0.040053934,0.839884,0.0400226,0.04000504,0.040034406
1538,F11033047,0.91110474,0.022222975,0.022226883,0.022222884,0.022222567
1539,F16048595,0.096426964,0.84902453,0.018184062,0.018182363,0.018182056
1540,F19040363,0.79664063,0.05003565,0.0503789,0.050643694,0.05230111
1541,F17003677,0.42004356,0.025003113,0.02520898,0.025036179,0.50470823
1542,F17021759,0.015470674,0.01569151,0.85362047,0.01542371,0.099793635
1543,F15007775,0.41377482,0.40947384,0.01340493,0.013502358,0.14984408
1544,F19053782,0.10001333,0.10000001,0.10014297,0.5998437,0.10000002
1545,F13034473,0.033336353,0.033333376,0.03333338,0.8666631,0.033333775
1546,F12097725,0.79735386,0.050003607,0.0508068,0.0504697,0.051366054
1547,F11014079,0.42709124,0.15996514,0.022510022,0.022289576,0.36814404
1548,F18027883,0.37595436,0.025037922,0.0250433,0.025043618,0.5489208
1549,F17060085,0.603285,0.31098562,0.02858455,0.028572515,0.028572304
1550,F11041753,0.05000829,0.799891,0.0500973,0.05000175,0.05000171
1551,F11102774,0.040421672,0.0400408,0.838105,0.040290013,0.041142482
1552,F15078731,0.101495765,0.10000961,0.101003565,0.100975156,0.59651595
1553,F11060275,0.10000005,0.5997445,0.10025525,0.100000046,0.10000018
1554,F17072769,0.04001429,0.8399227,0.040027674,0.040003177,0.04003219
1555,F13019998,0.018252848,0.018183636,0.018244466,0.9268904,0.018428715
1556,F19030823,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
1557,F14054510,0.10000299,0.59997433,0.10000324,0.10001612,0.1000033
1558,F18037092,0.03375727,0.03334541,0.033662688,0.8643836,0.034851056
1559,F14089274,0.018212957,0.018385543,0.62866396,0.31646723,0.018270321
1560,F19065789,0.2,0.2,0.2,0.2,0.2
1561,F17001658,0.018254254,0.018184321,0.3139023,0.63119173,0.018467398
1562,F16056589,0.033548824,0.5342111,0.03349156,0.033472862,0.3652757
1563,F15090714,0.06667534,0.73322374,0.06676481,0.06666833,0.0666678
1564,F13059701,0.06667543,0.73313904,0.06684766,0.0666687,0.06666918
1565,F15097051,0.033357818,0.70118576,0.03336657,0.03333843,0.19875142
1566,F12123570,0.865879,0.033347,0.033463683,0.033458427,0.0338519
1567,F19056102,0.022480613,0.36903426,0.3891139,0.022307463,0.19706374
1568,F17101151,0.05001415,0.7998775,0.050050784,0.05000241,0.05005511
1569,F14096714,0.6232743,0.025021287,0.025170818,0.025043279,0.30149034
1570,F13045619,0.025038004,0.025002677,0.025029598,0.025138998,0.8997907
1571,F18064444,0.033425603,0.19806772,0.033388026,0.033651028,0.70146763
1572,F11032444,0.053166617,0.050465725,0.79563755,0.0502122,0.050517842
1573,F18060250,0.014437927,0.014431338,0.46203932,0.014319209,0.4947722
1574,F16008374,0.016728582,0.016667085,0.6801921,0.26957512,0.016837114
1575,F13064331,0.033341676,0.8666297,0.033358466,0.0333361,0.033334013
1576,F15056443,0.01666777,0.016667776,0.016679449,0.93327314,0.016711822
1577,F17066172,0.10002988,0.5998779,0.10008284,0.10000568,0.10000372
1578,F11011244,0.022224752,0.022226421,0.4719472,0.1430001,0.3406016
1579,F18077299,0.033348095,0.033434924,0.033392612,0.2058746,0.69394976
1580,F11035066,0.028675443,0.028572163,0.029976668,0.5726712,0.34010452
1581,F15053433,0.05002443,0.79965913,0.050000746,0.050013904,0.050301794
1582,F15080035,0.040109195,0.04000764,0.04008269,0.04035036,0.8394502
1583,F16054348,0.066683985,0.7332623,0.06671493,0.06666996,0.066668816
1584,F18072853,0.02857579,0.028571492,0.7861106,0.12814263,0.028599529
1585,F17101049,0.050005052,0.79998004,0.05001288,0.050001003,0.050001003
1586,F14099590,0.050022207,0.050000105,0.05000113,0.050000083,0.79997647
1587,F18110195,0.033625696,0.033335373,0.033570092,0.23438382,0.66508496
1588,F11129467,0.6995867,0.20041113,0.03333432,0.03333373,0.033334155
1589,F18118000,0.37087214,0.025004499,0.02514289,0.02515779,0.5538227
1590,F15019057,0.028623924,0.028574992,0.028611584,0.028731328,0.8854582
1591,F18134555,0.06735893,0.06668886,0.06716616,0.06731016,0.73147583
1592,F12106557,0.05001504,0.79991007,0.050016467,0.050002575,0.05005577
1593,F15037087,0.8660269,0.033362236,0.03335457,0.033372346,0.033883985
1594,F18091424,0.066683985,0.7332625,0.066714816,0.06666996,0.066668816
1595,F14035037,0.2,0.2,0.2,0.2,0.2
1596,F18128844,0.03335296,0.2142002,0.033373136,0.03337543,0.6856983
1597,F16045994,0.028573949,0.88570386,0.028578402,0.028571937,0.02857187
1598,F19027346,0.06698684,0.06668795,0.06710109,0.06704583,0.7321783
1599,F15020123,0.05048134,0.050024547,0.050129052,0.7993622,0.050002906
1600,F14014252,0.69958663,0.20041114,0.03333432,0.03333373,0.033334155
1601,F13049249,0.028595826,0.88554096,0.02860952,0.0286177,0.028636016
1602,F16053880,0.022414682,0.022570562,0.023421634,0.67066205,0.2609311
1603,F17088638,0.10004629,0.59967715,0.100000896,0.100274816,0.10000082
1604,F18131997,0.1014458,0.100009605,0.10099634,0.1009678,0.5965805
1605,F12097193,0.04001028,0.83991116,0.040074736,0.040002685,0.04000109
1606,F18072813,0.10001332,0.10000001,0.10014186,0.5998448,0.10000002
1607,F11072618,0.040193077,0.04155882,0.83735037,0.040452745,0.040444978
1608,F18020115,0.050012365,0.7999487,0.050034996,0.050002344,0.05000153
1609,F19031180,0.6171294,0.2969835,0.0285774,0.028574506,0.02873519
1610,F19004261,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
1611,F19037708,0.10001332,0.10000001,0.10014139,0.59984523,0.10000002
1612,F15071454,0.014326461,0.014536162,0.9424121,0.0143221235,0.014403171
1613,F18123298,0.05001621,0.29890102,0.05028903,0.0500613,0.55073243
1614,F14037646,0.2,0.2,0.2,0.2,0.2
1615,F18058645,0.88490266,0.028583072,0.028672911,0.02874081,0.029100558
1616,F18061111,0.865161,0.03336497,0.033476815,0.033497564,0.03449959
1617,F19050811,0.10001331,0.099999994,0.10014216,0.5998445,0.1
1618,F15097628,0.7748234,0.15016939,0.025005225,0.02500106,0.025000924
1619,F17005681,0.2,0.2,0.2,0.2,0.2
1620,F19006986,0.066683985,0.73326236,0.066714875,0.06666996,0.066668816
1621,F17089718,0.2468104,0.0117647825,0.35540366,0.3220438,0.063977346
1622,F18124092,0.028575791,0.028571492,0.7861338,0.12811938,0.028599527
1623,F14017125,0.5283111,0.39667344,0.025013695,0.02500107,0.025000745
1624,F12049271,0.02504733,0.025000311,0.025077889,0.025044968,0.8998295
1625,F18073647,0.06667439,0.06666667,0.06674925,0.733243,0.06666668
1626,F18064518,0.03335966,0.19217867,0.7071908,0.033340935,0.033929873
1627,F19043140,0.014286578,0.01428577,0.014805922,0.9418574,0.0147643415
1628,F18048762,0.06825832,0.06667676,0.06779619,0.7251007,0.072168075
1629,F19005163,0.100947365,0.10006725,0.10073844,0.101276726,0.5969702
1630,F14030463,0.0333687,0.8665776,0.03336115,0.033336647,0.03335592
1631,F14032192,0.022224773,0.91109097,0.022227738,0.022230389,0.022226121
1632,F13014508,0.040206514,0.8397433,0.04000884,0.04000578,0.040035535
1633,F19043621,0.2,0.2,0.2,0.2,0.2
1634,F13005055,0.018252844,0.018183634,0.018244464,0.92689073,0.01842832
1635,F18101729,0.014287741,0.01428655,0.015364199,0.75667506,0.19938648
1636,F16058704,0.018252848,0.018183636,0.018244468,0.92688906,0.018429942
1637,F17071038,0.033337932,0.3400508,0.5599401,0.033335112,0.033336043
1638,F18024997,0.10001332,0.10000001,0.10014224,0.59984446,0.10000002
1639,F12088681,0.3430101,0.05003758,0.050876793,0.050501797,0.50557375
1640,F19050966,0.06667439,0.06666668,0.06674952,0.73324275,0.066666685
1641,F18046435,0.29431388,0.5043029,0.067224205,0.0669043,0.0672547
1642,F11145623,0.022537243,0.79988253,0.022438549,0.02243298,0.13270873
1643,F14024731,0.14867601,0.5224944,0.025016954,0.025078522,0.27873415
1644,F19063879,0.7032576,0.0333335,0.033383656,0.1966919,0.033333346
1645,F15012691,0.033542786,0.31613845,0.033428047,0.03342455,0.5834662
1646,F14065016,0.8851841,0.02857456,0.02866238,0.028659696,0.02891927
1647,F11012466,0.79206455,0.051432446,0.053880483,0.05000173,0.052620795
1648,F18136277,0.018183552,0.01818188,0.46961993,0.47581348,0.018201143
1649,F17005490,0.5910592,0.16972266,0.025097668,0.18895283,0.025167624
1650,F18071649,0.06808928,0.06701007,0.06822655,0.06722147,0.7294526
1651,F12119470,0.02866466,0.028572181,0.028812798,0.49795046,0.41599992
1652,F19042107,0.022426082,0.022229822,0.9099087,0.022441382,0.022993993
1653,F14114961,0.022225387,0.69531196,0.1500999,0.023091754,0.10927096
1654,F17077989,0.01428771,0.014286018,0.44149187,0.51561886,0.014315525
1655,F16037761,0.016847115,0.016667577,0.9327051,0.016814183,0.016966017
1656,F19030777,0.5968076,0.10000054,0.10220926,0.10098224,0.100000374
1657,F18043974,0.10001332,0.10000001,0.10014196,0.5998447,0.10000002
1658,F13011414,0.040007245,0.83994865,0.040041853,0.040001385,0.04000092
1659,F17115772,0.028575199,0.88569903,0.028581157,0.028572623,0.028571982
1660,F14037519,0.033338536,0.8666428,0.033350214,0.033334773,0.033333644
1661,F18015605,0.02864528,0.25694388,0.0285979,0.029297546,0.6565154
1662,F16054839,0.7949943,0.054300807,0.050186384,0.050078854,0.050439693
1663,F18101178,0.018252846,0.018183636,0.018244464,0.9268919,0.018427122
1664,F19034539,0.10001331,0.099999994,0.10014199,0.5998447,0.1
1665,F15063540,0.066675335,0.73322463,0.066763945,0.066668324,0.066667795
1666,F17121579,0.2,0.2,0.2,0.2,0.2
1667,F18067740,0.025030667,0.025005389,0.025601357,0.02540562,0.89895695
1668,F18048055,0.05031844,0.050012015,0.050237004,0.050303493,0.799129
1669,F15019505,0.022313902,0.022225546,0.022286976,0.022355182,0.9108184
1670,F19063381,0.70325726,0.033333495,0.033383634,0.19669227,0.033333343
1671,F11003302,0.10002988,0.5998777,0.10008298,0.10000568,0.10000372
1672,F11098452,0.06667533,0.7332233,0.066765234,0.066668324,0.06666779
1673,F14000347,0.8856221,0.028598776,0.028597737,0.028582316,0.028599052
1674,F16002708,0.028922116,0.02862384,0.88515896,0.028606648,0.02868844
1675,F15085677,0.020091826,0.020001967,0.02008875,0.6227755,0.317042
1676,F12023761,0.06666825,0.3998154,0.068472266,0.3983605,0.06668356
1677,F15070497,0.2,0.2,0.2,0.2,0.2
1678,F18117640,0.067354664,0.06668886,0.06716566,0.06731189,0.7314789
1679,F12038657,0.025136624,0.025864812,0.8985294,0.025097862,0.025371267
1680,F19050413,0.10001332,0.10000001,0.10014221,0.59984446,0.10000002
1681,F11137348,0.040417675,0.040002823,0.040325053,0.83807707,0.041177414
1682,F18011877,0.03361198,0.03334149,0.86545193,0.033530567,0.03406403
1683,F12056623,0.0507638,0.55135876,0.050546926,0.05049085,0.29683968
1684,F13098201,0.066683985,0.7332623,0.06671493,0.06666996,0.066668816
1685,F11028488,0.06895662,0.06666696,0.73084456,0.06667153,0.066860355
1686,F16034232,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
1687,F13018869,0.83999646,0.040000193,0.040002998,0.04000032,0.04000001
1688,F18033182,0.02857579,0.028571492,0.7861119,0.12814131,0.028599529
1689,F11160485,0.018252846,0.018183634,0.018244466,0.9268894,0.018429676
1690,F13021102,0.06668398,0.73326236,0.06671486,0.06666996,0.066668816
1691,F17004148,0.06669094,0.7328944,0.066687055,0.06694909,0.06677845
1692,F18119973,0.10094733,0.10006724,0.10073823,0.101271145,0.5969761
1693,F12090684,0.05016566,0.2988567,0.05047463,0.050001584,0.5505014
1694,F18070006,0.028575791,0.028571492,0.78614235,0.12811089,0.028599527
1695,F15036929,0.10017684,0.59735125,0.10000317,0.10000282,0.102465965
1696,F16029124,0.2,0.2,0.2,0.2,0.2
1697,F13024282,0.8399965,0.040000193,0.040002998,0.04000032,0.04000001
1698,F17045577,0.068244465,0.06667659,0.7255704,0.06768488,0.07182371
1699,F14036248,0.8851817,0.02857456,0.028662382,0.028659698,0.028921636
1700,F17047019,0.7979625,0.050004415,0.050339095,0.05032992,0.051364075
1701,F13040271,0.020106511,0.020000419,0.72866756,0.02005787,0.21116765
1702,F12086866,0.39907867,0.028571453,0.028628761,0.51514906,0.028572025
1703,F18020388,0.020089786,0.02000174,0.020862836,0.020071607,0.91897404
1704,F15025494,0.028947087,0.8842416,0.029061528,0.028720796,0.029029015
1705,F19000059,0.10001332,0.10000001,0.10014136,0.5998453,0.10000002
1706,F15100243,0.020012641,0.02002791,0.31444302,0.62541664,0.020099808
1707,F18076221,0.10001332,0.10000001,0.100142725,0.5998439,0.10000002
1708,F15092226,0.885184,0.028574564,0.028662385,0.0286597,0.028919382
1709,F16011495,0.8133436,0.022224544,0.022279294,0.022269795,0.11988279
1710,F16056471,0.8856221,0.02859878,0.028597737,0.028582316,0.028599052
1711,F15117069,0.8665258,0.033381395,0.03337184,0.03334861,0.03337232
1712,F14051787,0.014342841,0.014286153,0.4725584,0.01433715,0.48447546
1713,F16022999,0.02857301,0.7653788,0.028753392,0.029682744,0.14761212
1714,F17121525,0.066675335,0.73322445,0.06676409,0.066668324,0.066667795
1715,F16019859,0.040109474,0.040000875,0.040082484,0.04007494,0.8397322
1716,F11031330,0.8857061,0.028572664,0.02857666,0.028572543,0.028572021
1717,F13029659,0.025076935,0.025028992,0.899731,0.025046507,0.025116604
1718,F19045603,0.033348095,0.033434648,0.033392593,0.2058748,0.6939499
1719,F17098606,0.100029886,0.59987783,0.100082934,0.10000568,0.10000372
1720,F18035069,0.17541267,0.14236611,0.641783,0.015398458,0.025039785
1721,F19052548,0.050009917,0.050002918,0.05001992,0.7999664,0.050000884
1722,F18105057,0.45889744,0.033341225,0.033482987,0.0335198,0.4407586
1723,F13096931,0.03335966,0.19217902,0.7071915,0.033340935,0.033928797
1724,F11147397,0.040359445,0.040002473,0.04024095,0.040230446,0.83916676
1725,F16096590,0.05000825,0.79993016,0.050059013,0.050001573,0.05000105
1726,F13095357,0.88518286,0.02857456,0.028662382,0.028659698,0.028920474
1727,F18094691,0.89895815,0.025009349,0.025145026,0.025194798,0.025692677
1728,F13090484,0.7748234,0.15016939,0.025005227,0.02500106,0.025000924
1729,F14010694,0.020171776,0.5114501,0.020116821,0.020113228,0.42814812
1730,F19067532,0.06667439,0.06666667,0.06675078,0.7332415,0.06666668
1731,F18034310,0.016666843,0.016672086,0.5925235,0.016894188,0.3572434
1732,F11036709,0.36453113,0.43478915,0.06667333,0.06667759,0.06732885
1733,F12033461,0.7748234,0.15016934,0.025005221,0.025001058,0.025000922
1734,F12025557,0.025136352,0.025000956,0.8993446,0.025117107,0.02540098
1735,F16109383,0.5414854,0.04000389,0.04033006,0.040157713,0.33802295
1736,F16004265,0.89953685,0.02502104,0.025087534,0.025073856,0.02528074
1737,F11041005,0.03336532,0.8664583,0.03338569,0.033395626,0.033395045
1738,F12101766,0.028849512,0.5187645,0.028994402,0.028686436,0.39470515
1739,F12041044,0.040402323,0.040002786,0.83818185,0.0402733,0.0411397
1740,F19060127,0.033337217,0.033400808,0.033377666,0.8665495,0.033334818
1741,F13074415,0.050012376,0.7999489,0.050034843,0.05000235,0.05000154
1742,F13043195,0.025036922,0.026055008,0.7873944,0.025007019,0.13650668
1743,F15085987,0.79805094,0.050333764,0.050731543,0.050184883,0.05069891
1744,F13099643,0.041750185,0.8374883,0.040300615,0.040119458,0.04034149
1745,F18066597,0.2,0.2,0.2,0.2,0.2
1746,F18115285,0.011737127,0.011112312,0.35109198,0.6148372,0.01122136
1747,F17004241,0.033340704,0.8666122,0.033357833,0.033334628,0.03335463
1748,F15007682,0.025151512,0.025157021,0.025103413,0.02507863,0.89950943
1749,F12100154,0.8856221,0.028598782,0.028597735,0.028582318,0.028599054
1750,F15019719,0.42831612,0.028573807,0.028734703,0.028727174,0.4856482
1751,F18096527,0.066683985,0.7332622,0.066715024,0.06666996,0.06666882
1752,F17080070,0.018184222,0.018199839,0.018204672,0.92721856,0.018192703
1753,F19041226,0.06667439,0.06666668,0.066749066,0.7332432,0.066666685
1754,F14095319,0.05000824,0.7999309,0.050058246,0.050001565,0.050001044
1755,F11064605,0.49735853,0.015386815,0.015402868,0.0153860105,0.45646578
1756,F14062568,0.018249981,0.018182881,0.92692226,0.018261246,0.018383622
1757,F12103614,0.8666628,0.03333648,0.033333734,0.033333488,0.033333514
1758,F15042494,0.2,0.2,0.2,0.2,0.2
1759,F18090328,0.70325667,0.033333495,0.033383515,0.19669296,0.033333343
1760,F17091223,0.033340704,0.86661214,0.033357862,0.033334628,0.033354662
1761,F18124623,0.2,0.2,0.2,0.2,0.2
1762,F13019117,0.016702684,0.016666865,0.52373743,0.016719367,0.42617366
1763,F17041178,0.040408213,0.043547735,0.0400768,0.040296804,0.8356705
1764,F12064145,0.028622767,0.028571546,0.029380763,0.028574813,0.8848501
1765,F18120997,0.10001332,0.10000001,0.10014197,0.5998447,0.10000002
1766,F17023379,0.7971539,0.12772386,0.025014944,0.025003992,0.025103241
1767,F14028662,0.052831106,0.050441954,0.05324644,0.050360955,0.7931195
1768,F13027842,0.5337958,0.033351216,0.033423636,0.36609375,0.03333557
1769,F15070895,0.3664596,0.51314056,0.0401258,0.04005188,0.04022209
1770,F14012022,0.2,0.2,0.2,0.2,0.2
1771,F12063959,0.016693668,0.016669102,0.52391404,0.016790073,0.4259331
1772,F17076926,0.050000165,0.05000017,0.05000914,0.05000021,0.7999903
1773,F13037233,0.8851812,0.028574562,0.028662385,0.0286597,0.028922128
1774,F15088996,0.016668828,0.543089,0.40676525,0.016809115,0.016667811
1775,F13107328,0.025603563,0.026090847,0.89803356,0.025068153,0.025203865
1776,F18069473,0.033356432,0.86653525,0.033335615,0.03338558,0.033387087
1777,F14078759,0.040356304,0.040002473,0.04024075,0.040230207,0.8391703
1778,F11050585,0.040000293,0.04000031,0.64029413,0.23970234,0.0400029
1779,F17010391,0.0400534,0.83986557,0.040041905,0.04000494,0.040034153
1780,F16046039,0.020131331,0.02001935,0.7728421,0.020076541,0.16693066
1781,F11013796,0.025118822,0.025003228,0.025083896,0.0251756,0.89961845
1782,F11121157,0.013411368,0.013334942,0.51548505,0.4443746,0.013394001
1783,F11099515,0.03368744,0.2047826,0.6936676,0.033576436,0.034285937
1784,F13039497,0.02008545,0.0200006,0.91960144,0.020071868,0.020240705
1785,F18002668,0.06672424,0.73256993,0.06666818,0.06671693,0.06732067
1786,F17007594,0.025161305,0.0250281,0.47786763,0.44649208,0.025450926
1787,F13105028,0.88517964,0.028574562,0.028662385,0.028659701,0.028923716
1788,F18050076,0.028735342,0.028583372,0.8845921,0.02879189,0.029297233
1789,F15047807,0.014287118,0.0142862685,0.56626284,0.39086843,0.014295383
1790,F12006785,0.050008252,0.79992944,0.050059725,0.050001577,0.05000105
1791,F17081219,0.028647399,0.029010214,0.02946697,0.028623434,0.884252
1792,F17017284,0.7979565,0.050004415,0.050339114,0.05032994,0.05137004
1793,F11035334,0.025002701,0.8997634,0.0250003,0.025000084,0.025233524
1794,F18014443,0.02501614,0.43368372,0.025036082,0.025033927,0.49123013
1795,F18033204,0.028575791,0.028571492,0.7861285,0.12812471,0.028599529
1796,F17067624,0.8658833,0.033347,0.03346368,0.03345842,0.033847596
1797,F17072846,0.79796565,0.050004408,0.05033908,0.050329905,0.05136089
1798,F15046133,0.018252846,0.018183634,0.018244464,0.92689043,0.018428568
1799,F15010380,0.022240557,0.44907373,0.48422316,0.022238491,0.02222403
1800,F16047965,0.3175269,0.47997865,0.06716969,0.06687162,0.06845316
1801,F15093012,0.02008545,0.0200006,0.91960096,0.020071868,0.020241179
1802,F14036009,0.91999406,0.020001352,0.02000385,0.020000493,0.020000257
1803,F13015171,0.010056069,0.0100010075,0.3422573,0.52801925,0.10966643
1804,F13019961,0.5304752,0.39448667,0.025010072,0.02500148,0.025026578
1805,F15061891,0.10146468,0.100009605,0.10100099,0.10097167,0.596553
1806,F18075050,0.03333722,0.033400815,0.033377685,0.8665495,0.03333482
1807,F16096223,0.025038399,0.0250011,0.025042782,0.7731689,0.15174879
1808,F16019513,0.7979612,0.050004415,0.0503391,0.050329924,0.051365428
1809,F15051947,0.61713415,0.2969786,0.028577402,0.028574508,0.028735382
1810,F16048824,0.7317355,0.0668633,0.06748925,0.06702969,0.066882215
1811,F16045728,0.015448012,0.015387988,0.4898758,0.4638839,0.015404299
1812,F17114129,0.3819673,0.41667107,0.06714589,0.06686399,0.067351714
1813,F16072719,0.1005269,0.5962723,0.100765415,0.10120091,0.10123451
1814,F15120485,0.018305015,0.46704587,0.01837963,0.01835403,0.4779154
